code,name,scie,regn,water,water_e,protcnt,protcnt_e,ash,ash_e,fatce,fatce_e,fibtg,fibtg_e,fibins,fibins_e,fibsol,fibsol_e,choavldf,choavldf_e,enerc,enerc_e,dhbenzac34,dhbenzac34_e,hbenzal3,hbenzal3_e,pcathac,pcathac_e,vanlac,vanlac_e,gallac,gallac_e,cinmac,cinmac_e,coumaco,coumaco_e,coumacp,coumacp_e,caffac,caffac_e,chlrac,chlrac_e,ferac,ferac_e,apigen,apigen_e,apigen6cgls,apigen6cgls_e,apigen7onshps,apigen7onshps_e,luteol,luteol_e,kaemf,kaemf_e,querce,querce_e,querce3bdgls,querce3bdgls_e,querce3ortns,querce3ortns_e,querce3bgls,querce3bgls_e,isormt,isormt_e,myrct,myrct_e,rsvrtol,rsvrtol_e,hespt,hespt_e,narng,narng_e,hespd,hespd_e,daidzn,daidzn_e,gnstein,gnstein_e,epicatec,epicatec_e,epicategc,epicategc_e,epicatgc3gal,epicatgc3gal_e,catec,catec_e,galcatecgal,galcatecgal_e,galcatec,galcatec_e,syrgac,syrgac_e,sinpac,sinpac_e,ellgac,ellgac_e,polyph,polyph_e,rafs,rafs_e,stas,stas_e,vers,vers_e,ajgs,ajgs_e,camt,camt_e,stgstr,stgstr_e,stostrb,stostrb_e,phytac,phytac_e,sapon,sapon_e,f4d0,f4d0_e,f6d0,f6d0_e,f8d0,f8d0_e,f10d0,f10d0_e,f12d0,f12d0_e,f14d0,f14d0_e,f16d0,f16d0_e,f18d0,f18d0_e,f20d0,f20d0_e,f22d0,f22d0_e,f24d0,f24d0_e,f14d1cn5,f14d1cn5_e,f16d1cn7,f16d1cn7_e,f18d1tn9,f18d1tn9_e,f18d1cn9,f18d1cn9_e,f20d1cn9,f20d1cn9_e,f22d1cn9,f22d1cn9_e,f18d2cn6,f18d2cn6_e,f18d3n3,f18d3n3_e,fasat,fasat_e,fams,fams_e,fapu,fapu_e,thia,thia_e,ribf,ribf_e,nia,nia_e,pantac,pantac_e,vitb6c,vitb6c_e,biot,biot_e,folsum,folsum_e,vitc,vitc_e,retol,retol_e,ergcal,ergcal_e,chocal,chocal_e,doh25,doh25_e,tocpha,tocpha_e,tocphb,tocphb_e,tocphg,tocphg_e,tocphd,tocphd_e,toctra,toctra_e,toctrb,toctrb_e,toctrg,toctrg_e,toctrd,toctrd_e,vite,vite_e,vitk1,vitk1_e,vitk2,vitk2_e,lutn,lutn_e,zea,zea_e,lycpn,lycpn_e,crypxb,crypxb_e,cartg,cartg_e,carta,carta_e,cartb,cartb_e,cartoid,cartoid_e,al,al_e,as,as_e,cd,cd_e,ca,ca_e,cr,cr_e,co,co_e,cu,cu_e,fe,fe_e,pb,pb_e,li,li_e,mg,mg_e,mn,mn_e,hg,hg_e,mo,mo_e,ni,ni_e,p,p_e,k,k_e,se,se_e,na,na_e,zn,zn_e,cho,cho_e,starch,starch_e,frus,frus_e,glus,glus_e,sucs,sucs_e,mals,mals_e,fsugar,fsugar_e,lactose,lactose_e,f24d1cn9,f24d1cn9_e,f20d2n6,f20d2n6_e,f20d4n6,f20d4n6_e,f11d0,f11d0_e,f15d0,f15d0_e,f20d3n6,f20d3n6_e,f20d5n3,f20d5n3_e,f22d6n3,f22d6n3_e,cholc,cholc_e,f22d2n6,f22d2n6_e,f22d5n3,f22d5n3_e,ala,ala_e,arg,arg_e,asp,asp_e,glu,glu_e,gly,gly_e,pro,pro_e,ser,ser_e,tyr,tyr_e,his,his_e,ile,ile_e,leu,leu_e,lys,lys_e,met,met_e,cys,cys_e,phe,phe_e,thr,thr_e,trp,trp_e,val,val_e,oxalt,oxalt_e,oxals,oxals_e,oxali,oxali_e,caconac,caconac_e,citac,citac_e,fumac,fumac_e,malac,malac_e,quinac,quinac_e,sucac,sucac_e,tarac,tarac_e
O017,"Sheep, brain",,1,78.36,0,13.05,0,1.19,0,7.29,0,0,0,0,0,0,0,0,0,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.69,0,938,0,990,0,23.43,0,14.85,0,49.24,0,0,0,28,0,0,0,1060,0,94.94,0,0,0,41,0,85.88,0,2040,0,1183,0,866,0,0.12,0,0.21,0,2.66,0,1.73,0,0.33,0,1.86,0,0,0,0,0,1.55,0,0,0,1.06,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0,0.73,0,0,0,10.27,0,0.003,0,0,0,0.28,0,1.93,0,0.002,0,0,0,14.08,0,0.04,0,0.02,0,0,0,0.01,0,271,0,312,0,34.6,0,122,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,449,0,1336,0,0,0,0,0,3.2,0,13.47,0,5.28,0,1.34,0,3.89,0,4.69,0,5.19,0,4.23,0,5.54,0,2.47,0,5.21,0,8.51,0,6.04,0,8.08,0,6.83,0,5.3,0,1.29,0,4.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O018,"Sheep, tongue",,1,68.7,0,16.61,0,1.06,0,13.53,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,408,0,2533,0,2384,0,0,0,0,0,0,0,0,0,618,0,0,0,4999,0,258,0,0,0,397,0,471,0,5576,0,5875,0,938,0,0.15,0,0.2,0,2.78,0,0.35,0,0.16,0,2.4,0,0,0,0,0,7.33,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0.34,0,0,0,8.05,0,0.082,0,0,0,0.17,0,2.46,0,0.001,0,0,0,24.53,0,0.03,0,0.45,0,0,0,0.02,0,207,0,220,0,23.2,0,185,0,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.76,0,0,0,0,0,0,0,0,0,0,0,210,0,0,0,0,0,2.72,0,14.42,0,6.28,0,1.48,0,4.3,0,3.72,0,4.79,0,3.78,0,5.71,0,3.64,0,5.45,0,7.49,0,5.22,0,8.3,0,6.79,0,4.87,0,1.36,0,3.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O019,"Sheep, lungs",,2,80.41,0,16.12,0,0.97,0,2.41,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.61,0,33.99,0,640,0,442,0,6.31,0,0,0,4.82,0,0,0,22.22,0,0,0,730,0,15.63,0,0,0,124,0,8.92,0,1138,0,767,0,301,0,0.07,0,0.23,0,2.75,0,0.88,0,0.02,0,13.89,0,0,0,0,0,2.45,0,0,0,0.12,0,0.19,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,1.85,0,0.004,0,7.74,0,0.015,0,0.003,0,0.41,0,8.58,0,0.001,0,0,0,11.68,0,0.03,0,0.07,0,0.01,0,0.01,0,187,0,204,0,16.12,0,109,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,2.48,0,10.53,0,8.33,0,1.4,0,5.48,0,3.22,0,4.64,0,3.37,0,4.56,0,2.58,0,5.02,0,7.78,0,6.63,0,7.27,0,7.43,0,5.41,0,1.36,0,4.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O020,"Sheep, heart",,1,77.06,0,18.19,0,0.97,0,3.66,0,0,0,0,0,0,0,0,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0,186,0,773,0,690,0,0,0,0,0,0,0,0,0,37.52,0,0,0,815,0,20.02,0,0,0,206,0,29.15,0,1677,0,873,0,332,0,0.34,0,0.3,0,5.43,0,1.66,0,0.3,0,2.17,0,0,0,0,0,4.64,0,0,0,0.8,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,6.04,0,0,0,6.79,0,0.012,0,0.001,0,0.29,0,3.07,0,0,0,0.03,0,15.19,0,0.03,0,0.03,0,0,0,0.01,0,163,0,225,0,33.3,0,72.62,0,1.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.05,0,0,0,0,0,0,0,13.62,0,0,0,112,0,0,0,0,0,2.09,0,13.75,0,5.5,0,1.61,0,4.23,0,4.15,0,4.72,0,3.81,0,5.93,0,3.18,0,6.77,0,7.86,0,5.56,0,7.65,0,6.45,0,5.45,0,1.4,0,4.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O021,"Sheep, liver",,4,69.71,1.12,22.26,1.46,1.26,0.07,4.87,0.12,0,0,0,0,0,0,0,0,559,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.79,14.41,681,103,1078,168,0,0,0,0,38.64,47.47,0,0,30.36,13.93,0,0,742,145,0,0,0,0,346,46.4,74.97,25.31,1822,333,772,159,1014,192,0.17,0.04,0.35,0.02,15.66,0.44,6.95,0.18,0.26,0.05,206,26.8,0,0,0,0,14106,866,0,0,0.31,0,0.36,0,0.6,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.04,0,0,14.7,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,1.66,0.51,0.001,0,5.92,0.44,0.025,0.004,0.007,0.002,5.7,1.99,6.15,1.7,0.007,0.001,0,0,17.91,2.26,0.28,0.02,0.16,0.15,0.15,0.03,0.02,0.01,334,55.6,280,53.8,43.38,17.97,55.82,12.86,3.73,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364,88,0,0,0,0,0,0,0,0,229,31.7,430,10.7,0,0,0,0,2.64,0.29,10.93,0.65,5.17,0.2,1.68,0.22,4.79,0.65,4.53,0.12,4.91,0.16,3.67,0.07,4.39,0.3,2.83,0.27,6.2,0.06,7.79,0.34,5.12,0.71,8.22,0.8,5.66,0.99,5.52,0.39,1.19,0.28,4.68,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O022,"Sheep, tripe",,2,78.81,0,16.76,0,0.26,0,4.05,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.91,0,154,0,989,0,789,0,7.63,0,0,0,8.62,0,0,0,85.72,0,0,0,1417,0,31.48,0,0,0,134,0,13.1,0,1962,0,1534,0,210,0,0.02,0,0.08,0,0.63,0,0.2,0,0.22,0,1.87,0,0,0,0,0,2.72,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0.1,0,0,0,14.85,0,0.019,0,0,0,0.06,0,0.9,0,0.002,0,0,0,17.81,0,0.16,0,0.19,0,0,0,0.01,0,55.61,0,48.75,0,13.92,0,18.37,0,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.32,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,2.6,0,10.8,0,8.76,0,1.48,0,5.11,0,3.32,0,4.36,0,4.42,0,4.72,0,3.44,0,5.78,0,7.05,0,5.33,0,8.65,0,7.17,0,3.86,0,1.46,0,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O023,"Sheep, spleen",,1,79.66,0,16.02,0,1.17,0,3.02,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.04,0,74.93,0,663,0,753,0,9.72,0,0,0,22.65,0,0,0,26.6,0,0,0,716,0,20.83,0,0,0,168,0,14.37,0,1533,0,764,0,466,0,0.07,0,0.23,0,5.42,0,6.07,0,0.27,0,3.19,0,0,0,0,0,6.61,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0.92,0,0.001,0,11.49,0,0.013,0,0.001,0,0.16,0,53.11,0,0.009,0,0,0,17.23,0,0.04,0,0.04,0,0.04,0,0.01,0,266,0,327,0,64.53,0,50.58,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,0,2.27,0,12.11,0,6.76,0,1.46,0,4.38,0,4.02,0,4.39,0,3.34,0,5.05,0,2.89,0,5.9,0,8.91,0,7.04,0,8.83,0,6.55,0,6.94,0,1.38,0,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O024,"Sheep, kidneys",,2,79.77,0,16.22,0,1,0,2.92,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,60.88,0,505,0,543,0,4.56,0,0,0,5.57,0,0,0,20.68,0,0,0,540,0,27.78,0,0,0,222,0,8.25,0,1127,0,588,0,463,0,0.35,0,0.31,0,5.51,0,6.22,0,0.51,0,46.21,0,0,0,0,0,68.68,0,0,0,0.37,0,0.07,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,2.1,0,0.003,0,14.15,0,0.006,0,0.009,0,0.38,0,6.11,0,0.006,0,0,0,17.46,0,0.69,0,0.61,0,0.02,0,0.01,0,204,0,198,0,127,0,163,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,2.57,0,12.78,0,6.65,0,1.69,0,4.9,0,3.78,0,4.91,0,4.36,0,5.08,0,3.78,0,6.34,0,7.69,0,5.04,0,8.82,0,5.61,0,4.89,0,1.59,0,5.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O025,"Beef, shoulder",,6,63.84,0.59,20.56,1.32,0.95,0.01,14.59,0.86,0,0,0,0,0,0,0,0,889,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.91,2.41,392,160,3772,410,2768,554,41.78,11.66,0,0,39.47,17.43,0,0,486,151,0,0,5669,825,72.41,34.1,0,0,575,325,153,44,7046,1155,6227,1010,1008,536,0.03,0.01,0.12,0.02,5.18,0.21,1.14,0.09,0.48,0.04,8.06,1.3,0,0,0,0,15.51,2.43,0,0,0.46,0,0.14,0,0.4,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.12,0,0,2.9,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.1,0.76,0.26,0,0,6.5,1.85,0.007,0.002,0,0,0.07,0.04,2.22,0.56,0.003,0.001,0,0,22.24,3.28,0.01,0,0.1,0.07,0,0,0,0,201,25.2,367,56,11.58,3.25,45.59,12.45,4.64,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,168,0,0,0,0,0,0,0,0,0,0,66.36,4.77,0,0,0,0,2.6,0.28,13.85,0.62,5.96,0.5,1.38,0.15,4.46,0.31,4.25,0.11,4.45,0.32,3.97,0.44,5.09,0.52,3.85,0.44,7.57,0.11,8.29,0.09,5.36,0.36,9.06,0.29,7.48,0.88,5.35,0.38,0.94,0.22,4.91,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O026,"Beef, chops",,4,72.4,0.34,19.82,0.43,0.96,0.02,6.71,0.45,0,0,0,0,0,0,0,0,585,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.18,1.2,168,65.4,1625,193,1188,218,18.13,5.57,0,0,17.01,7.72,0,0,209,63.6,0,0,2440,351,30.87,13.32,0,0,249,142,66.06,18.97,3031,491,2680,428,437,236,0.02,0.01,0.06,0.01,4.36,0.17,1.27,0.08,0.34,0.03,5.69,0.82,0,0,0,0,2.43,0.4,0,0,0.47,0,0.05,0,0.3,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.03,0,0,2.8,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.04,1.4,0.41,0,0,4.64,1.64,0.005,0.001,0,0,0.04,0.02,1.95,0.46,0.002,0,0,0,24.72,4.7,0.01,0,0.24,0.39,0,0,0,0,209,42.2,383,73,11.54,4.42,32.47,4.39,3.77,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,74.7,0,0,0,0,0,0,0,0,0,0,45.97,5.89,0,0,0,0,2.87,0.4,14.07,0.78,6.26,0.25,1.25,0.09,4.8,0.26,4.73,0.66,4.79,0.57,3.8,0.47,5.51,0.47,3.82,0.38,5.67,0.09,8.26,0.62,5.37,0.45,9.4,0.72,6.51,0.88,5.32,0.52,1.17,0.18,5.32,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O027,"Beef, round (leg)",,6,68.04,1.36,22.64,1.03,1.19,0.01,7.38,0.71,0,0,0,0,0,0,0,0,658,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.58,1.5,135,16.2,1732,197,1023,136,42.45,4.1,0,0,52.78,6.67,0,0,207,34.6,0,0,3026,253,46.84,4.27,0,0,201,21,67.9,6.17,2998,361,3280,291,480,40,0.04,0.01,0.06,0.01,6.3,0.26,0.84,0.12,0.44,0.11,2.11,0.28,0,0,0,0,2.52,0.64,0,0,0.43,0,0.11,0,0.4,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.09,0,0,5.8,1.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.11,1.08,0.29,0,0,5.86,1.13,0.007,0.002,0,0,0.06,0.01,2.3,0.96,0.003,0.001,0,0,26.59,2.36,0.01,0,0.02,0.01,0,0,0.01,0,215,20,366,3.8,18.14,10.72,38.96,8.25,3.36,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,12.7,0,0,0,0,0,0,0,0,0,0,55.81,1.96,0,0,0,0,2.9,0.22,14.7,0.61,5.82,0.65,1.63,0.35,4.13,0.23,4.49,0.29,4.19,0.58,4.28,0.3,5.07,0.36,3.67,0.5,6.43,0.16,8.09,0.22,5.41,0.17,9.85,0.31,7,0.85,5.1,0.13,1.42,0.16,4.67,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O028,"Beef, brain",,4,78.71,1.43,10.55,0.5,1.37,0.17,9.28,0.92,0,0,0,0,0,0,0,0,523,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.09,33.46,1131,90,1188,149,19.51,3.09,0,0,84.15,13.23,0,0,37.16,8.99,0,0,1653,128,178,63.1,0,0,39.04,14.09,56.26,9.07,2490,289,1869,200,848,200,0.12,0.01,0.13,0.01,1.91,0.48,1.76,0.09,0.25,0.01,5.39,2.1,0,0,0,0,2.18,0.22,0,0,0.69,0,0.05,0,0.1,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.02,0,0,2.7,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.1,0.85,0.15,0,0,11.38,0.39,0.004,0,0,0,0.29,0.06,2.15,0.42,0.003,0.001,0,0,15.84,2.93,0.03,0.01,0.04,0.01,0,0,0.01,0,326,34.2,320,59,16.57,4.35,127,25.4,1.18,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,77.3,0,0,0,0,0,0,0,0,432,99.1,1668,28.5,0,0,0,0,2.75,0.17,12.75,0.54,5.65,0.47,1.35,0.08,4.05,0.23,4.17,0.55,5.43,0.53,4.87,0.58,5.35,0.53,2.74,0.02,5.48,0.21,8.42,0.46,5.64,0.5,8.08,0.25,6.29,0.53,5.43,0.62,1.39,0.02,4.7,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O029,"Beef, tongue",,4,70.97,1.2,15.63,0.67,0.73,0,12.57,0.63,0,0,0,0,0,0,0,0,731,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.35,2.26,364,42.7,3197,262,2663,402,25.09,2.92,0,0,13.19,4.3,0,0,351,86.8,0,0,4302,421,88.41,16.12,0,0,341,64.2,56.1,6.72,6287,716,4741,524,484,99,0.05,0.01,0.13,0.01,2.93,0.05,0.72,0.03,0.19,0.04,10.81,1.33,0,0,0,0,5.56,0.53,0,0,0.61,0,0.15,0,0.11,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.02,0,0,1.9,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.1,1.04,0.27,0,0,9.49,0.28,0.005,0.002,0,0,0.13,0.03,2.17,0.7,0.003,0.001,0,0,22.82,7.66,0.04,0.01,0.11,0.07,0,0,0.01,0,220,61.6,260,57.4,15.16,2.49,89.88,20.41,3.31,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.44,28.31,0,0,0,0,0,0,0,0,0,0,141,1.1,0,0,0,0,3.02,0.21,13.8,0.47,5.72,0.48,1.25,0.31,4.77,0.21,4.35,0.32,4.67,0.18,3.71,0.43,4.99,0.45,3.22,0.21,5.55,0.11,7.98,0.47,5.49,0.14,8.23,0.5,6.77,0.88,5.2,0.59,1.2,0.18,4.59,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
