recipe_id,ingredient_number,ingredient_name,quantity,category
RCP03618,10,Yogurt,122 ml,Dairy
RCP03618,11,Ghee,190 ml,Dairy
RCP03618,12,Sesame Seeds,1 tbsp,Others
RCP03618,13,Wheat Flour,262 g,Grains
RCP03619,1,Onion,1 medium,Vegetables
RCP03619,2,Garlic,6 cloves,Vegetables
RCP03619,3,Salt,to taste,Others
RCP03619,4,Lentils (Dal),317g,Proteins
RCP03619,5,Chickpea Flour,249 g,Grains
RCP03619,6,Garlic,1 medium,Vegetables
RCP03619,7,Fresh Coriander,3 tbsp,Aromatics
RCP03619,8,Milk,472 ml,Dairy
RCP03620,1,Onion,2 medium,Vegetables
RCP03620,2,Garlic,4 cloves,Vegetables
RCP03620,3,Salt,to taste,Others
RCP03620,4,Tofu,796g,Proteins
RCP03620,5,Basmati Rice,349 g,Grains
RCP03620,6,Lemon Juice,3 tbsp,Liquids
RCP03620,7,Green Chili,2 medium,Vegetables
RCP03620,8,Bell Pepper,1 medium,Vegetables
RCP03620,9,Oil,2 tbsp,Liquids
RCP03621,1,Onion,3 medium,Vegetables
RCP03621,2,Garlic,9 cloves,Vegetables
RCP03621,3,Salt,to taste,Others
RCP03621,4,Lentils (Dal),337g,Proteins
RCP03621,5,Onion,1 medium,Vegetables
RCP03621,6,Fresh Coriander,1 tbsp,Aromatics
RCP03621,7,Cardamom,2 tsp,Spices
RCP03622,1,Onion,2 medium,Vegetables
RCP03622,2,Garlic,5 cloves,Vegetables
RCP03622,3,Salt,to taste,Others
RCP03622,4,Mutton,593g,Proteins
RCP03622,5,Ginger,1 medium,Vegetables
RCP03622,6,Curry Leaves,2 tbsp,Aromatics
RCP03623,1,Onion,1 medium,Vegetables
RCP03623,2,Garlic,4 cloves,Vegetables
RCP03623,3,Salt,to taste,Others
RCP03623,4,Eggs,231g,Proteins
RCP03623,5,Ginger,1 medium,Vegetables
RCP03623,6,Paneer,3 tbsp,Proteins
RCP03623,7,Mint Leaves,1 tbsp,Aromatics
RCP03624,1,Onion,3 medium,Vegetables
RCP03624,2,Garlic,6 cloves,Vegetables
RCP03624,3,Salt,to taste,Others
RCP03624,4,Tofu,804g,Proteins
RCP03624,5,Bell Pepper,2 medium,Vegetables
RCP03624,6,All-Purpose Flour,339 g,Grains
RCP03624,7,Spinach,1 medium,Vegetables
RCP03624,8,Garlic,2 medium,Vegetables
RCP03624,9,Paneer,206 ml,Dairy
RCP03625,1,Onion,1 medium,Vegetables
RCP03625,2,Garlic,7 cloves,Vegetables
RCP03625,3,Salt,to taste,Others
RCP03625,4,Paneer,680g,Proteins
RCP03625,5,Onion,1 medium,Vegetables
RCP03625,6,Oil,1 tbsp,Liquids
RCP03625,7,Coconut Milk,2 tbsp,Liquids
RCP03625,8,Paneer,2 tbsp,Proteins
RCP03625,9,Green Chili,1 medium,Vegetables
RCP03625,10,Semolina,229 g,Grains
RCP03625,11,Raisins,4 tbsp,Others
RCP03625,12,Oil,3 tbsp,Liquids
RCP03625,13,Cashews,1 tbsp,Others
RCP03626,1,Onion,2 medium,Vegetables
RCP03626,2,Garlic,3 cloves,Vegetables
RCP03626,3,Salt,to taste,Others
RCP03626,4,Paneer,820g,Proteins
RCP03626,5,Coconut Milk,1 tbsp,Liquids
RCP03626,6,Paneer,3 tbsp,Proteins
RCP03626,7,Spinach,1 medium,Vegetables
RCP03626,8,Chickpea Flour,232 g,Grains
RCP03626,9,Beef,4 tbsp,Proteins
RCP03626,10,Raisins,3 tbsp,Others
RCP03626,11,Basmati Rice,312 g,Grains
RCP03626,12,Cashews,2 tbsp,Others
RCP03626,13,Lemon Juice,4 tbsp,Liquids
RCP03626,14,Tomato,2 medium,Vegetables
RCP03626,15,Yogurt,431 ml,Dairy
RCP03626,16,All-Purpose Flour,438 g,Grains
RCP03626,17,Cashews,2 tbsp,Others
RCP03626,18,Basmati Rice,388 g,Grains
RCP03626,19,Lemon Juice,3 tbsp,Liquids
RCP03627,1,Onion,2 medium,Vegetables
RCP03627,2,Garlic,6 cloves,Vegetables
RCP03627,3,Salt,to taste,Others
RCP03627,4,Shrimp,682g,Proteins
RCP03627,5,Fresh Coriander,3 tbsp,Aromatics
RCP03627,6,Fresh Coriander,3 tbsp,Aromatics
RCP03627,7,Wheat Flour,416 g,Grains
RCP03627,8,Tofu,1 tbsp,Proteins
RCP03627,9,Coriander,2 tsp,Spices
RCP03628,1,Onion,3 medium,Vegetables
RCP03628,2,Garlic,3 cloves,Vegetables
RCP03628,3,Salt,to taste,Others
RCP03628,4,Eggs,281g,Proteins
RCP03628,5,All-Purpose Flour,304 g,Grains
RCP03628,6,Salt,1 tbsp,Others
RCP03628,7,Eggs,4 tbsp,Proteins
RCP03628,8,Mustard Seeds,2 tbsp,Others
RCP03628,9,Beef,3 tbsp,Proteins
RCP03628,10,Sugar,4 tbsp,Others
RCP03628,11,Curry Leaves,1 tbsp,Aromatics
RCP03628,12,Ginger,2 medium,Vegetables
RCP03628,13,Onion,2 medium,Vegetables
RCP03628,14,Coconut Milk,2 tbsp,Liquids
RCP03628,15,Cauliflower,2 medium,Vegetables
RCP03629,1,Onion,3 medium,Vegetables
RCP03629,2,Garlic,4 cloves,Vegetables
RCP03629,3,Salt,to taste,Others
RCP03629,4,Chicken,969g,Proteins
RCP03629,5,All-Purpose Flour,420 g,Grains
RCP03629,6,Paneer,268 ml,Dairy
RCP03629,7,Fresh Coriander,1 tbsp,Aromatics
RCP03629,8,Garam Masala,1 tsp,Spices
RCP03629,9,Ghee,103 ml,Dairy
RCP03629,10,Cumin,2 tsp,Spices
RCP03629,11,Curry Leaves,1 tbsp,Aromatics
RCP03629,12,Mustard Seeds,3 tbsp,Others
RCP03629,13,Chicken,1 tbsp,Proteins
RCP03629,14,Wheat Flour,363 g,Grains
RCP03629,15,Peas,2 medium,Vegetables
RCP03629,16,Cloves,2 tsp,Spices
RCP03629,17,Chicken,1 tbsp,Proteins
RCP03629,18,Fresh Coriander,2 tbsp,Aromatics
RCP03630,1,Onion,1 medium,Vegetables
RCP03630,2,Garlic,3 cloves,Vegetables
RCP03630,3,Salt,to taste,Others
RCP03630,4,Mutton,874g,Proteins
RCP03630,5,Black Pepper,1 tsp,Spices
RCP03630,6,Vinegar,3 tbsp,Liquids
RCP03630,7,Raisins,2 tbsp,Others
RCP03630,8,Coconut Milk,3 tbsp,Liquids
RCP03630,9,Milk,363 ml,Dairy
RCP03630,10,Coconut Milk,3 tbsp,Liquids
RCP03630,11,Oil,2 tbsp,Liquids
RCP03630,12,Peas,2 medium,Vegetables
RCP03630,13,Beef,4 tbsp,Proteins
RCP03630,14,Tomato,1 medium,Vegetables
RCP03630,15,Chicken,2 tbsp,Proteins
RCP03631,1,Onion,1 medium,Vegetables
RCP03631,2,Garlic,7 cloves,Vegetables
RCP03631,3,Salt,to taste,Others
RCP03631,4,Paneer,934g,Proteins
RCP03631,5,Carrot,2 medium,Vegetables
RCP03631,6,Tofu,1 tbsp,Proteins
RCP03631,7,Lemon Juice,1 tbsp,Liquids
RCP03631,8,Mustard Seeds,2 tbsp,Others
RCP03631,9,Salt,2 tbsp,Others
RCP03631,10,Fenugreek Leaves,3 tbsp,Aromatics
RCP03632,1,Onion,2 medium,Vegetables
RCP03632,2,Garlic,5 cloves,Vegetables
RCP03632,3,Salt,to taste,Others
RCP03632,4,Chickpeas,200g,Proteins
RCP03632,5,Tamarind Paste,3 tbsp,Liquids
RCP03632,6,Lemon Juice,2 tbsp,Liquids
RCP03632,7,Fish,3 tbsp,Proteins
RCP03632,8,Bell Pepper,1 medium,Vegetables
RCP03632,9,Bell Pepper,1 medium,Vegetables
RCP03632,10,Basmati Rice,285 g,Grains
RCP03632,11,Cream,250 ml,Dairy
RCP03632,12,Oil,3 tbsp,Liquids
RCP03632,13,Fresh Coriander,4 tbsp,Aromatics
RCP03632,14,Bell Pepper,1 medium,Vegetables
RCP03632,15,Fenugreek Leaves,3 tbsp,Aromatics
RCP03633,1,Onion,2 medium,Vegetables
RCP03633,2,Garlic,7 cloves,Vegetables
RCP03633,3,Salt,to taste,Others
RCP03633,4,Eggs,293g,Proteins
RCP03633,5,Cashews,4 tbsp,Others
RCP03633,6,Ghee,496 ml,Dairy
RCP03633,7,Coconut Milk,3 tbsp,Liquids
RCP03633,8,Red Chili Powder,2 tsp,Spices
RCP03633,9,Milk,471 ml,Dairy
RCP03633,10,All-Purpose Flour,310 g,Grains
RCP03633,11,Bay Leaf,1 tsp,Spices
RCP03633,12,Fresh Coriander,1 tbsp,Aromatics
RCP03634,1,Onion,1 medium,Vegetables
RCP03634,2,Garlic,6 cloves,Vegetables
RCP03634,3,Salt,to taste,Others
RCP03634,4,Chickpeas,460g,Proteins
RCP03634,5,Lemon Juice,3 tbsp,Liquids
RCP03634,6,Ginger,2 medium,Vegetables
RCP03634,7,Cream,153 ml,Dairy
RCP03635,1,Onion,2 medium,Vegetables
RCP03635,2,Garlic,8 cloves,Vegetables
RCP03635,3,Salt,to taste,Others
RCP03635,4,Shrimp,579g,Proteins
RCP03635,5,Fenugreek Leaves,4 tbsp,Aromatics
RCP03636,1,Onion,3 medium,Vegetables
RCP03636,2,Garlic,9 cloves,Vegetables
RCP03636,3,Salt,to taste,Others
RCP03636,4,Mutton,677g,Proteins
RCP03636,5,Shrimp,3 tbsp,Proteins
RCP03636,6,Garlic,2 medium,Vegetables
RCP03636,7,Fenugreek Leaves,3 tbsp,Aromatics
RCP03636,8,Paneer,3 tbsp,Proteins
RCP03637,1,Onion,3 medium,Vegetables
RCP03637,2,Garlic,4 cloves,Vegetables
RCP03637,3,Salt,to taste,Others
RCP03637,4,Shrimp,378g,Proteins
RCP03637,5,Chickpea Flour,311 g,Grains
RCP03637,6,Chickpeas,4 tbsp,Proteins
RCP03637,7,Cream,282 ml,Dairy
RCP03637,8,Water,4 tbsp,Liquids
RCP03637,9,Mustard Seeds,1 tbsp,Others
RCP03638,1,Onion,1 medium,Vegetables
RCP03638,2,Garlic,8 cloves,Vegetables
RCP03638,3,Salt,to taste,Others
RCP03638,4,Shrimp,531g,Proteins
RCP03638,5,Tamarind Paste,1 tbsp,Liquids
RCP03638,6,Mutton,2 tbsp,Proteins
RCP03638,7,Garam Masala,2 tsp,Spices
RCP03638,8,Salt,2 tbsp,Others
RCP03639,1,Onion,3 medium,Vegetables
RCP03639,2,Garlic,3 cloves,Vegetables
RCP03639,3,Salt,to taste,Others
RCP03639,4,Mutton,314g,Proteins
RCP03639,5,Tamarind Paste,3 tbsp,Liquids
RCP03639,6,Milk,120 ml,Dairy
RCP03639,7,Basmati Rice,203 g,Grains
RCP03640,1,Onion,1 medium,Vegetables
RCP03640,2,Garlic,4 cloves,Vegetables
RCP03640,3,Salt,to taste,Others
RCP03640,4,Eggs,466g,Proteins
RCP03640,5,Vinegar,3 tbsp,Liquids
RCP03640,6,Oil,2 tbsp,Liquids
RCP03640,7,Beef,3 tbsp,Proteins
RCP03640,8,Coconut Milk,1 tbsp,Liquids
RCP03640,9,Butter,258 ml,Dairy
RCP03640,10,Curry Leaves,4 tbsp,Aromatics
RCP03640,11,Carrot,2 medium,Vegetables
RCP03641,1,Onion,1 medium,Vegetables
RCP03641,2,Garlic,9 cloves,Vegetables
RCP03641,3,Salt,to taste,Others
RCP03641,4,Mutton,588g,Proteins
RCP03641,5,Mustard Seeds,3 tbsp,Others
RCP03641,6,Ginger,1 medium,Vegetables
RCP03642,1,Onion,2 medium,Vegetables
RCP03642,2,Garlic,8 cloves,Vegetables
RCP03642,3,Salt,to taste,Others
RCP03642,4,Beef,472g,Proteins
RCP03642,5,Yogurt,292 ml,Dairy
RCP03642,6,Turmeric,1 tsp,Spices
RCP03642,7,Curry Leaves,2 tbsp,Aromatics
RCP03642,8,Potato,1 medium,Vegetables
RCP03642,9,Basmati Rice,315 g,Grains
RCP03642,10,Fish,1 tbsp,Proteins
RCP03642,11,Ghee,281 ml,Dairy
RCP03642,12,Water,2 tbsp,Liquids
RCP03642,13,All-Purpose Flour,249 g,Grains
RCP03642,14,Fenugreek Leaves,3 tbsp,Aromatics
RCP03642,15,Sugar,2 tbsp,Others
RCP03643,1,Onion,3 medium,Vegetables
RCP03643,2,Garlic,9 cloves,Vegetables
RCP03643,3,Salt,to taste,Others
RCP03643,4,Tofu,520g,Proteins
RCP03643,5,Chickpea Flour,340 g,Grains
RCP03643,6,Fenugreek Leaves,4 tbsp,Aromatics
RCP03643,7,Chicken,4 tbsp,Proteins
RCP03643,8,Cardamom,2 tsp,Spices
RCP03643,9,Coriander,2 tsp,Spices
RCP03643,10,Chickpeas,3 tbsp,Proteins
RCP03643,11,Basmati Rice,378 g,Grains
RCP03643,12,Butter,169 ml,Dairy
RCP03644,1,Onion,2 medium,Vegetables
RCP03644,2,Garlic,4 cloves,Vegetables
RCP03644,3,Salt,to taste,Others
RCP03644,4,Shrimp,350g,Proteins
RCP03644,5,Salt,2 tbsp,Others
RCP03644,6,Shrimp,1 tbsp,Proteins
RCP03644,7,Water,3 tbsp,Liquids
RCP03644,8,Oil,1 tbsp,Liquids
RCP03644,9,Ginger,2 medium,Vegetables
RCP03644,10,Shrimp,4 tbsp,Proteins
RCP03644,11,All-Purpose Flour,370 g,Grains
RCP03644,12,Milk,161 ml,Dairy
RCP03645,1,Onion,3 medium,Vegetables
RCP03645,2,Garlic,5 cloves,Vegetables
RCP03645,3,Salt,to taste,Others
RCP03645,4,Beef,800g,Proteins
RCP03645,5,Cloves,2 tsp,Spices
RCP03645,6,Mint Leaves,4 tbsp,Aromatics
RCP03645,7,Red Chili Powder,1 tsp,Spices
RCP03645,8,Oil,2 tbsp,Liquids
RCP03645,9,Paneer,339 ml,Dairy
RCP03645,10,Paneer,425 ml,Dairy
RCP03645,11,Shrimp,4 tbsp,Proteins
RCP03645,12,Semolina,443 g,Grains
RCP03645,13,Almonds,1 tbsp,Others
RCP03645,14,Almonds,1 tbsp,Others
RCP03645,15,Wheat Flour,233 g,Grains
RCP03646,1,Onion,3 medium,Vegetables
RCP03646,2,Garlic,6 cloves,Vegetables
RCP03646,3,Salt,to taste,Others
RCP03646,4,Shrimp,684g,Proteins
RCP03646,5,Mint Leaves,4 tbsp,Aromatics
RCP03647,1,Onion,3 medium,Vegetables
RCP03647,2,Garlic,5 cloves,Vegetables
RCP03647,3,Salt,to taste,Others
RCP03647,4,Chickpeas,406g,Proteins
RCP03647,5,Curry Leaves,2 tbsp,Aromatics
RCP03647,6,Semolina,375 g,Grains
RCP03647,7,Milk,183 ml,Dairy
RCP03647,8,Almonds,3 tbsp,Others
RCP03647,9,Potato,1 medium,Vegetables
RCP03647,10,Cauliflower,1 medium,Vegetables
RCP03647,11,Curry Leaves,1 tbsp,Aromatics
RCP03647,12,Fenugreek Leaves,4 tbsp,Aromatics
RCP03647,13,Raisins,3 tbsp,Others
RCP03647,14,Bay Leaf,2 tsp,Spices
RCP03647,15,Chickpea Flour,343 g,Grains
RCP03647,16,Ginger,1 medium,Vegetables
RCP03648,1,Onion,2 medium,Vegetables
RCP03648,2,Garlic,5 cloves,Vegetables
RCP03648,3,Salt,to taste,Others
RCP03648,4,Paneer,555g,Proteins
RCP03648,5,Mustard Seeds,3 tbsp,Others
RCP03648,6,Tamarind Paste,2 tbsp,Liquids
RCP03648,7,Lemon Juice,3 tbsp,Liquids
RCP03648,8,Semolina,342 g,Grains
RCP03648,9,Milk,366 ml,Dairy
RCP03648,10,Sugar,4 tbsp,Others
RCP03648,11,Cloves,1 tsp,Spices
RCP03648,12,Lentils (Dal),1 tbsp,Proteins
RCP03648,13,Ginger,1 medium,Vegetables
RCP03648,14,Wheat Flour,316 g,Grains
RCP03648,15,Wheat Flour,468 g,Grains
RCP03648,16,Eggs,1 tbsp,Proteins
RCP03648,17,Beef,3 tbsp,Proteins
RCP03648,18,Bay Leaf,2 tsp,Spices
RCP03648,19,Paneer,382 ml,Dairy
RCP03649,1,Onion,2 medium,Vegetables
RCP03649,2,Garlic,5 cloves,Vegetables
RCP03649,3,Salt,to taste,Others
RCP03649,4,Fish,528g,Proteins
RCP03649,5,Sugar,3 tbsp,Others
RCP03649,6,Coriander,1 tsp,Spices
RCP03649,7,Garlic,2 medium,Vegetables
RCP03649,8,Cloves,2 tsp,Spices
RCP03649,9,Mustard Seeds,1 tbsp,Others
RCP03649,10,Cinnamon,2 tsp,Spices
RCP03650,1,Onion,2 medium,Vegetables
RCP03650,2,Garlic,7 cloves,Vegetables
RCP03650,3,Salt,to taste,Others
RCP03650,4,Fish,795g,Proteins
RCP03650,5,Milk,245 ml,Dairy
RCP03650,6,Oil,1 tbsp,Liquids
RCP03650,7,Cream,163 ml,Dairy
RCP03650,8,Oil,3 tbsp,Liquids
RCP03650,9,Chickpea Flour,314 g,Grains
RCP03650,10,Spinach,2 medium,Vegetables
RCP03650,11,Coconut Milk,3 tbsp,Liquids
RCP03650,12,Raisins,4 tbsp,Others
RCP03650,13,Sesame Seeds,4 tbsp,Others
RCP03650,14,Chickpea Flour,316 g,Grains
RCP03650,15,Cream,218 ml,Dairy
RCP03650,16,Tofu,1 tbsp,Proteins
RCP03650,17,Fenugreek Leaves,1 tbsp,Aromatics
RCP03651,1,Onion,1 medium,Vegetables
RCP03651,2,Garlic,6 cloves,Vegetables
RCP03651,3,Salt,to taste,Others
RCP03651,4,Chicken,749g,Proteins
RCP03651,5,Vinegar,2 tbsp,Liquids
RCP03652,1,Onion,1 medium,Vegetables
RCP03652,2,Garlic,8 cloves,Vegetables
RCP03652,3,Salt,to taste,Others
RCP03652,4,Eggs,330g,Proteins
RCP03652,5,Lemon Juice,2 tbsp,Liquids
RCP03652,6,Oil,4 tbsp,Liquids
RCP03652,7,Milk,401 ml,Dairy
RCP03652,8,Green Chili,1 medium,Vegetables
RCP03652,9,Shrimp,1 tbsp,Proteins
RCP03653,1,Onion,3 medium,Vegetables
RCP03653,2,Garlic,3 cloves,Vegetables
RCP03653,3,Salt,to taste,Others
RCP03653,4,Eggs,344g,Proteins
RCP03653,5,Fresh Coriander,4 tbsp,Aromatics
RCP03653,6,Paneer,422 ml,Dairy
RCP03653,7,Fenugreek Leaves,4 tbsp,Aromatics
RCP03653,8,Tamarind Paste,3 tbsp,Liquids
RCP03653,9,Butter,403 ml,Dairy
RCP03653,10,Bell Pepper,1 medium,Vegetables
RCP03653,11,Basmati Rice,204 g,Grains
RCP03654,1,Onion,2 medium,Vegetables
RCP03654,2,Garlic,5 cloves,Vegetables
RCP03654,3,Salt,to taste,Others
RCP03654,4,Fish,519g,Proteins
RCP03654,5,Turmeric,1 tsp,Spices
RCP03654,6,Lemon Juice,4 tbsp,Liquids
RCP03654,7,Almonds,4 tbsp,Others
RCP03654,8,Mint Leaves,2 tbsp,Aromatics
RCP03654,9,Eggs,3 tbsp,Proteins
RCP03654,10,Black Pepper,2 tsp,Spices
RCP03654,11,Vinegar,4 tbsp,Liquids
RCP03654,12,Tofu,1 tbsp,Proteins
RCP03654,13,Basmati Rice,270 g,Grains
RCP03654,14,Onion,1 medium,Vegetables
RCP03654,15,Tamarind Paste,3 tbsp,Liquids
RCP03654,16,Chickpea Flour,478 g,Grains
RCP03654,17,Mutton,2 tbsp,Proteins
RCP03654,18,Fresh Coriander,2 tbsp,Aromatics
RCP03654,19,Fresh Coriander,2 tbsp,Aromatics
RCP03655,1,Onion,2 medium,Vegetables
RCP03655,2,Garlic,8 cloves,Vegetables
RCP03655,3,Salt,to taste,Others
RCP03655,4,Shrimp,427g,Proteins
RCP03655,5,Mint Leaves,2 tbsp,Aromatics
RCP03655,6,Yogurt,310 ml,Dairy
RCP03655,7,Chickpeas,1 tbsp,Proteins
RCP03655,8,Cream,135 ml,Dairy
RCP03656,1,Onion,2 medium,Vegetables
RCP03656,2,Garlic,3 cloves,Vegetables
RCP03656,3,Salt,to taste,Others
RCP03656,4,Shrimp,785g,Proteins
RCP03656,5,Cloves,2 tsp,Spices
RCP03656,6,Lemon Juice,3 tbsp,Liquids
RCP03656,7,Beef,4 tbsp,Proteins
RCP03656,8,Semolina,259 g,Grains
RCP03656,9,Fenugreek Leaves,4 tbsp,Aromatics
RCP03656,10,Semolina,279 g,Grains
RCP03656,11,Paneer,2 tbsp,Proteins
RCP03656,12,Mint Leaves,4 tbsp,Aromatics
RCP03656,13,Vinegar,3 tbsp,Liquids
RCP03657,1,Onion,1 medium,Vegetables
RCP03657,2,Garlic,4 cloves,Vegetables
RCP03657,3,Salt,to taste,Others
RCP03657,4,Paneer,363g,Proteins
RCP03657,5,Sesame Seeds,3 tbsp,Others
RCP03657,6,Shrimp,3 tbsp,Proteins
RCP03657,7,Ginger,1 medium,Vegetables
RCP03657,8,Red Chili Powder,2 tsp,Spices
RCP03657,9,Tofu,3 tbsp,Proteins
RCP03658,1,Onion,2 medium,Vegetables
RCP03658,2,Garlic,6 cloves,Vegetables
RCP03658,3,Salt,to taste,Others
RCP03658,4,Mutton,861g,Proteins
RCP03658,5,Beef,4 tbsp,Proteins
RCP03658,6,Basmati Rice,393 g,Grains
RCP03658,7,Turmeric,2 tsp,Spices
RCP03658,8,Green Chili,2 medium,Vegetables
RCP03658,9,Spinach,2 medium,Vegetables
RCP03658,10,Chicken,1 tbsp,Proteins
RCP03658,11,Paneer,3 tbsp,Proteins
RCP03658,12,Green Chili,2 medium,Vegetables
RCP03658,13,Curry Leaves,4 tbsp,Aromatics
RCP03658,14,Cream,130 ml,Dairy
RCP03658,15,Cumin,2 tsp,Spices
RCP03659,1,Onion,2 medium,Vegetables
RCP03659,2,Garlic,8 cloves,Vegetables
RCP03659,3,Salt,to taste,Others
RCP03659,4,Fish,422g,Proteins
RCP03659,5,Cauliflower,1 medium,Vegetables
RCP03659,6,Sesame Seeds,1 tbsp,Others
RCP03660,1,Onion,1 medium,Vegetables
RCP03660,2,Garlic,8 cloves,Vegetables
RCP03660,3,Salt,to taste,Others
RCP03660,4,Eggs,309g,Proteins
RCP03660,5,Raisins,1 tbsp,Others
RCP03660,6,Cardamom,1 tsp,Spices
RCP03660,7,Carrot,2 medium,Vegetables
RCP03660,8,Black Pepper,2 tsp,Spices
RCP03660,9,All-Purpose Flour,238 g,Grains
RCP03660,10,Carrot,2 medium,Vegetables
RCP03660,11,Chickpea Flour,213 g,Grains
RCP03660,12,Cardamom,2 tsp,Spices
RCP03660,13,Curry Leaves,3 tbsp,Aromatics
RCP03660,14,Sugar,1 tbsp,Others
RCP03660,15,Cream,469 ml,Dairy
RCP03660,16,Yogurt,393 ml,Dairy
RCP03660,17,Lentils (Dal),1 tbsp,Proteins
RCP03660,18,Curry Leaves,3 tbsp,Aromatics
RCP03660,19,Oil,3 tbsp,Liquids
RCP03661,1,Onion,1 medium,Vegetables
RCP03661,2,Garlic,9 cloves,Vegetables
RCP03661,3,Salt,to taste,Others
RCP03661,4,Mutton,364g,Proteins
RCP03661,5,Lentils (Dal),1 tbsp,Proteins
RCP03661,6,Chicken,2 tbsp,Proteins
RCP03661,7,Bay Leaf,2 tsp,Spices
RCP03661,8,Black Pepper,1 tsp,Spices
RCP03661,9,Lemon Juice,4 tbsp,Liquids
RCP03661,10,Cashews,2 tbsp,Others
RCP03661,11,Butter,291 ml,Dairy
RCP03661,12,Red Chili Powder,2 tsp,Spices
RCP03661,13,Vinegar,2 tbsp,Liquids
RCP03661,14,Ghee,188 ml,Dairy
RCP03661,15,Turmeric,1 tsp,Spices
RCP03661,16,Cream,144 ml,Dairy
RCP03661,17,Tamarind Paste,1 tbsp,Liquids
RCP03661,18,Cauliflower,2 medium,Vegetables
RCP03662,1,Onion,2 medium,Vegetables
RCP03662,2,Garlic,7 cloves,Vegetables
RCP03662,3,Salt,to taste,Others
RCP03662,4,Chicken,884g,Proteins
RCP03662,5,Garlic,2 medium,Vegetables
RCP03662,6,Semolina,496 g,Grains
RCP03662,7,Salt,4 tbsp,Others
RCP03662,8,Yogurt,337 ml,Dairy
RCP03662,9,Mustard Seeds,3 tbsp,Others
RCP03662,10,Bell Pepper,1 medium,Vegetables
RCP03662,11,Raisins,2 tbsp,Others
RCP03662,12,Mustard Seeds,3 tbsp,Others
RCP03662,13,Spinach,2 medium,Vegetables
RCP03662,14,Chicken,1 tbsp,Proteins
RCP03662,15,Spinach,1 medium,Vegetables
RCP03662,16,Cream,168 ml,Dairy
RCP03662,17,Fresh Coriander,1 tbsp,Aromatics
RCP03662,18,Milk,284 ml,Dairy
RCP03663,1,Onion,1 medium,Vegetables
RCP03663,2,Garlic,9 cloves,Vegetables
RCP03663,3,Salt,to taste,Others
RCP03663,4,Fish,961g,Proteins
RCP03663,5,Tomato,2 medium,Vegetables
RCP03663,6,Salt,3 tbsp,Others
RCP03663,7,Salt,4 tbsp,Others
RCP03663,8,Wheat Flour,472 g,Grains
RCP03663,9,Potato,2 medium,Vegetables
RCP03663,10,Chickpea Flour,312 g,Grains
RCP03663,11,Garam Masala,2 tsp,Spices
RCP03663,12,Potato,1 medium,Vegetables
RCP03664,1,Onion,2 medium,Vegetables
RCP03664,2,Garlic,8 cloves,Vegetables
RCP03664,3,Salt,to taste,Others
RCP03664,4,Fish,601g,Proteins
RCP03664,5,Red Chili Powder,2 tsp,Spices
RCP03664,6,Tamarind Paste,1 tbsp,Liquids
RCP03664,7,Salt,1 tbsp,Others
RCP03664,8,Paneer,104 ml,Dairy
RCP03664,9,Mustard Seeds,2 tbsp,Others
RCP03664,10,Mutton,2 tbsp,Proteins
RCP03664,11,Lentils (Dal),3 tbsp,Proteins
RCP03664,12,Fish,1 tbsp,Proteins
RCP03664,13,Bay Leaf,2 tsp,Spices
RCP03664,14,Lentils (Dal),1 tbsp,Proteins
RCP03665,1,Onion,3 medium,Vegetables
RCP03665,2,Garlic,7 cloves,Vegetables
RCP03665,3,Salt,to taste,Others
RCP03665,4,Eggs,278g,Proteins
RCP03665,5,Paneer,4 tbsp,Proteins
RCP03665,6,Cloves,2 tsp,Spices
RCP03665,7,Onion,1 medium,Vegetables
RCP03665,8,All-Purpose Flour,258 g,Grains
RCP03665,9,All-Purpose Flour,413 g,Grains
RCP03665,10,Mint Leaves,4 tbsp,Aromatics
RCP03665,11,Cashews,3 tbsp,Others
RCP03666,1,Onion,3 medium,Vegetables
RCP03666,2,Garlic,6 cloves,Vegetables
RCP03666,3,Salt,to taste,Others
RCP03666,4,Beef,598g,Proteins
RCP03666,5,Cream,312 ml,Dairy
RCP03666,6,Mint Leaves,2 tbsp,Aromatics
RCP03666,7,Curry Leaves,4 tbsp,Aromatics
RCP03667,1,Onion,3 medium,Vegetables
RCP03667,2,Garlic,7 cloves,Vegetables
RCP03667,3,Salt,to taste,Others
RCP03667,4,Chickpeas,222g,Proteins
RCP03667,5,Lemon Juice,2 tbsp,Liquids
RCP03667,6,Tomato,1 medium,Vegetables
RCP03668,1,Onion,3 medium,Vegetables
RCP03668,2,Garlic,8 cloves,Vegetables
RCP03668,3,Salt,to taste,Others
RCP03668,4,Paneer,769g,Proteins
RCP03668,5,Tofu,4 tbsp,Proteins
RCP03668,6,Cardamom,1 tsp,Spices
RCP03668,7,Milk,420 ml,Dairy
RCP03668,8,Bell Pepper,2 medium,Vegetables
RCP03669,1,Onion,2 medium,Vegetables
RCP03669,2,Garlic,9 cloves,Vegetables
RCP03669,3,Salt,to taste,Others
RCP03669,4,Chickpeas,434g,Proteins
RCP03669,5,Green Chili,2 medium,Vegetables
RCP03670,1,Onion,1 medium,Vegetables
RCP03670,2,Garlic,4 cloves,Vegetables
RCP03670,3,Salt,to taste,Others
RCP03670,4,Paneer,873g,Proteins
RCP03670,5,Eggs,4 tbsp,Proteins
RCP03670,6,Ginger,2 medium,Vegetables
RCP03670,7,Sugar,2 tbsp,Others
RCP03670,8,Tamarind Paste,3 tbsp,Liquids
