recipe_id,recipe_name,cuisine,category,cooking_method,difficulty,prep_time_minutes,cook_time_minutes,total_time_minutes,servings,spice_level,meal_type,is_vegetarian,is_vegan,is_gluten_free,is_halal,rating,review_count,calories_per_serving,estimated_cost_usd,date_added,is_traditional,is_festival_special
RCP03646,Indian Appetizers Special 63,Indian,Appetizers,Grilled,Easy,19,42,61,2,Medium,Beverage,False,False,False,True,4.1,3538,340,10.42,2024-01-26,False,False
RCP03647,Biryani,Indian,Appetizers,Steamed,Hard,17,104,121,7,Mild,Lunch,True,False,False,True,4.0,3136,449,8.82,2024-12-12,True,False
RCP03648,Biryani,Indian,Appetizers,Steamed,Hard,20,107,127,7,Medium,Beverage,False,False,False,False,4.2,1438,730,3.04,2025-08-25,True,False
RCP03649,Dal Tadka,Indian,Appetizers,Roasted,Medium,17,161,178,2,Hot,Snack,False,False,False,True,3.8,2851,225,12.4,2024-09-05,False,False
RCP03650,Masala Dosa,Indian,Appetizers,Grilled,Hard,40,15,55,4,Medium,Dessert,False,False,False,True,4.2,673,434,7.93,2024-04-15,True,False
RCP03651,Gulab Jamun,Indian,Appetizers,Steamed,Easy,16,126,142,3,Very Hot,Lunch,False,False,False,True,4.7,449,658,6.66,2023-12-13,True,False
RCP03652,Indian Appetizers Special 69,Indian,Appetizers,Slow-cooked,Easy,42,167,209,4,Medium,Beverage,True,False,False,True,3.7,2378,491,8.82,2025-06-14,True,False
RCP03653,Rogan Josh,Indian,Appetizers,Steamed,Medium,46,73,119,5,Hot,Beverage,True,False,False,False,3.7,418,304,4.9,2024-11-09,False,False
RCP03654,Idli,Indian,Appetizers,Grilled,Hard,15,136,151,4,Mild,Snack,False,False,True,True,4.7,272,781,24.37,2024-03-30,True,False
RCP03655,Vindaloo,Indian,Appetizers,Boiled,Easy,48,176,224,5,Medium,Beverage,False,False,False,True,3.5,458,329,10.62,2024-09-25,False,False
RCP03656,Indian Appetizers Special 73,Indian,Appetizers,Steamed,Medium,37,148,185,6,Medium,Breakfast,False,False,False,True,3.9,618,644,4.78,2023-07-23,False,True
RCP03657,Idli,Indian,Appetizers,Grilled,Medium,10,35,45,5,Hot,Beverage,False,False,False,True,4.6,2000,770,20.98,2025-05-08,False,False
RCP03658,Indian Appetizers Special 75,Indian,Appetizers,Slow-cooked,Hard,56,112,168,4,Hot,Snack,False,False,False,False,4.4,387,719,23.75,2025-12-08,False,False
RCP03659,Chole Bhature,Indian,Appetizers,Fried,Easy,32,16,48,3,Medium,Breakfast,False,False,True,True,3.5,4318,795,17.06,2023-07-17,False,False
RCP03660,Dosa,Indian,Appetizers,Baked,Hard,38,28,66,6,Medium,Lunch,True,False,False,False,3.6,3316,660,9.5,2023-04-16,False,False
RCP03661,Indian Appetizers Special 78,Indian,Appetizers,Fried,Hard,49,45,94,7,Mild,Dessert,False,False,False,True,4.5,3871,765,3.67,2023-05-25,False,False
RCP03662,Butter Chicken,Indian,Appetizers,Boiled,Hard,11,63,74,7,Medium,Beverage,False,False,False,True,4.9,4341,706,17.04,2024-12-01,True,False
RCP03663,Chole Bhature,Indian,Appetizers,Fried,Medium,29,65,94,6,Very Hot,Beverage,False,False,False,True,3.6,4919,227,20.51,2025-05-14,True,False
RCP03664,Butter Chicken,Indian,Appetizers,Baked,Medium,20,162,182,7,Medium,Beverage,False,False,False,True,4.7,682,695,11.53,2024-06-24,True,False
RCP03665,Chole Bhature,Indian,Appetizers,Roasted,Medium,41,70,111,4,Medium,Snack,True,True,True,True,3.6,1438,383,4.12,2025-08-23,True,False
RCP03666,Idli,Indian,Appetizers,Roasted,Easy,34,71,105,2,Hot,Beverage,False,False,True,True,4.8,1014,293,9.43,2023-09-01,True,False
RCP03667,Dosa,Indian,Appetizers,Roasted,Easy,40,38,78,2,Mild,Lunch,True,False,False,True,4.7,4437,417,5.12,2023-04-15,True,False
RCP03668,Butter Chicken,Indian,Appetizers,Grilled,Medium,56,150,206,4,Very Hot,Lunch,False,False,False,False,3.8,2341,761,19.76,2024-03-16,False,False
RCP03669,Vindaloo,Indian,Appetizers,Steamed,Easy,21,131,152,3,Medium,Dessert,True,False,False,True,4.8,2915,674,8.1,2025-06-20,True,False
RCP03670,Indian Appetizers Special 87,Indian,Appetizers,Baked,Medium,58,155,213,4,Medium,Dinner,False,False,False,False,3.9,2392,388,12.32,2024-02-29,True,False
RCP03671,Indian Appetizers Special 88,Indian,Appetizers,Boiled,Easy,32,176,208,7,Medium,Snack,False,False,False,True,5.0,3579,419,2.21,2026-02-07,False,True
RCP03672,Indian Appetizers Special 89,Indian,Appetizers,Steamed,Easy,47,87,134,5,Mild,Snack,False,False,False,True,4.0,2698,176,14.21,2026-01-13,True,False
RCP03673,Samosa,Indian,Appetizers,Pressure-cooked,Easy,22,166,188,7,Medium,Lunch,True,False,False,False,3.7,1277,760,15.03,2024-01-26,True,False
RCP03674,Vindaloo,Indian,Appetizers,Grilled,Easy,41,73,114,6,Medium,Dinner,False,True,True,True,5.0,1866,567,17.48,2024-08-15,False,False
RCP03675,Paneer Tikka,Indian,Appetizers,Baked,Medium,55,124,179,6,Very Hot,Lunch,False,False,False,True,3.6,175,303,5.71,2025-12-02,False,False
RCP03676,Gulab Jamun,Indian,Appetizers,Baked,Medium,22,34,56,3,Medium,Lunch,True,False,False,False,3.8,3643,404,5.08,2024-12-27,True,False
RCP03677,Idli,Indian,Appetizers,Baked,Easy,10,60,70,7,Medium,Breakfast,False,False,False,True,4.4,670,438,10.96,2023-09-10,True,False
RCP03678,Indian Appetizers Special 95,Indian,Appetizers,Fried,Medium,20,128,148,4,Hot,Dessert,False,False,False,False,4.8,2369,190,15.45,2025-06-15,False,False
RCP03679,Rogan Josh,Indian,Appetizers,Boiled,Medium,22,98,120,5,Mild,Breakfast,False,False,False,True,3.8,3926,546,14.53,2025-03-20,True,False
RCP03680,Dosa,Indian,Appetizers,Baked,Easy,16,109,125,2,Very Hot,Breakfast,True,False,False,True,4.9,3272,637,21.11,2025-06-14,False,False
RCP03681,Indian Appetizers Special 98,Indian,Appetizers,Grilled,Easy,15,68,83,6,Medium,Dinner,False,False,False,True,4.2,3210,339,8.36,2026-02-11,False,True
RCP03682,Indian Appetizers Special 99,Indian,Appetizers,Steamed,Easy,13,57,70,5,Mild,Dessert,False,False,False,True,3.8,1707,430,7.12,2025-06-02,False,True
RCP03683,Indian Appetizers Special 100,Indian,Appetizers,Pressure-cooked,Medium,10,23,33,2,Medium,Beverage,True,False,False,True,4.9,1062,486,2.33,2025-05-12,False,False
RCP03684,Indian Appetizers Special 101,Indian,Appetizers,Boiled,Medium,50,133,183,6,Medium,Dessert,False,False,False,True,3.6,3107,524,20.65,2026-01-15,False,False
RCP03685,Idli,Indian,Appetizers,Steamed,Easy,35,103,138,3,Very Hot,Dinner,False,False,False,True,4.3,4195,508,2.8,2024-11-17,False,False
RCP03686,Chole Bhature,Indian,Appetizers,Slow-cooked,Hard,41,101,142,3,Hot,Beverage,False,False,False,True,3.8,3118,613,3.16,2023-12-30,True,False
RCP03687,Rogan Josh,Indian,Appetizers,Fried,Medium,50,92,142,6,Medium,Beverage,False,False,False,True,3.8,57,254,18.31,2023-12-09,True,False
RCP03688,Paneer Tikka,Indian,Appetizers,Fried,Medium,34,46,80,5,Medium,Snack,False,True,False,True,4.7,4470,653,3.91,2023-12-15,True,False
RCP03689,Dosa,Indian,Appetizers,Steamed,Easy,47,139,186,4,Hot,Snack,False,False,True,True,4.6,1517,166,23.38,2024-11-07,False,False
RCP03690,Samosa,Indian,Appetizers,Roasted,Medium,57,130,187,2,Hot,Dessert,False,False,False,True,4.8,1385,150,2.18,2023-06-25,False,False
RCP03691,Indian Appetizers Special 108,Indian,Appetizers,Boiled,Easy,48,113,161,5,Medium,Lunch,True,False,False,True,3.6,56,712,24.71,2025-06-26,False,True
RCP03692,Samosa,Indian,Appetizers,Pressure-cooked,Medium,14,129,143,6,Very Hot,Dessert,False,False,False,False,4.1,266,502,17.72,2024-05-24,True,False
RCP03693,Indian Appetizers Special 110,Indian,Appetizers,Boiled,Medium,58,136,194,5,Medium,Breakfast,False,False,False,True,4.7,4647,402,6.54,2024-03-14,False,False
RCP03694,Indian Appetizers Special 111,Indian,Appetizers,Fried,Hard,19,66,85,4,Very Hot,Lunch,False,False,False,False,4.1,1001,776,9.86,2025-07-20,True,False
RCP03695,Masala Dosa,Indian,Appetizers,Baked,Medium,44,159,203,3,Medium,Beverage,True,False,False,True,3.8,2255,362,3.7,2024-09-13,True,False
RCP03696,Vindaloo,Indian,Appetizers,Slow-cooked,Hard,51,142,193,4,Hot,Breakfast,True,False,False,True,4.8,4805,620,9.02,2024-12-01,False,False
RCP03697,Chole Bhature,Indian,Appetizers,Boiled,Medium,35,22,57,3,Medium,Snack,False,False,False,True,4.3,2844,339,23.91,2024-06-06,True,True
RCP03698,Gulab Jamun,Indian,Appetizers,Grilled,Hard,50,143,193,3,Medium,Dessert,False,False,False,False,4.2,3309,466,15.56,2025-12-03,True,True
RCP03699,Samosa,Indian,Appetizers,Pressure-cooked,Easy,31,178,209,4,Hot,Snack,False,False,False,True,4.1,4753,794,21.67,2024-06-13,False,True
RCP03700,Vindaloo,Indian,Appetizers,Roasted,Medium,44,178,222,4,Medium,Lunch,False,False,False,True,4.1,1954,640,17.82,2024-11-28,False,False
RCP03701,Indian Appetizers Special 118,Indian,Appetizers,Baked,Medium,48,124,172,5,Hot,Dessert,False,False,False,True,3.7,4854,514,14.23,2025-11-21,True,False
RCP03702,Naan,Indian,Appetizers,Roasted,Hard,47,174,221,6,Medium,Dinner,False,False,False,True,4.4,1450,232,11.41,2024-12-26,False,False
RCP03703,Chole Bhature,Indian,Appetizers,Steamed,Medium,45,113,158,4,Hot,Breakfast,True,False,False,True,4.3,3385,561,8.64,2023-09-15,True,True
RCP03704,Paneer Tikka,Indian,Appetizers,Slow-cooked,Easy,53,132,185,7,Medium,Snack,True,False,False,False,4.3,885,381,10.62,2025-03-07,True,False
RCP03705,Indian Appetizers Special 122,Indian,Appetizers,Fried,Hard,33,161,194,7,Hot,Dessert,False,False,False,False,4.8,3243,237,9.43,2024-12-15,True,False
RCP03706,Indian Appetizers Special 123,Indian,Appetizers,Slow-cooked,Medium,58,39,97,6,Hot,Dessert,True,True,False,True,3.9,594,784,23.31,2023-06-01,False,False
RCP03707,Indian Appetizers Special 124,Indian,Appetizers,Boiled,Easy,51,18,69,4,Medium,Snack,False,False,False,True,4.4,1251,393,8.47,2025-03-26,True,False
RCP03708,Paneer Tikka,Indian,Appetizers,Steamed,Medium,49,97,146,3,Hot,Snack,True,False,False,True,3.7,4840,334,6.46,2025-06-17,True,False
RCP03709,Tandoori Chicken,Indian,Appetizers,Grilled,Hard,50,23,73,7,Medium,Beverage,False,False,False,True,4.8,3658,731,7.26,2024-02-24,True,False
RCP03710,Indian Appetizers Special 127,Indian,Appetizers,Boiled,Medium,22,93,115,5,Medium,Lunch,False,True,False,True,4.3,4072,499,15.49,2024-10-07,True,False
RCP03711,Gulab Jamun,Indian,Appetizers,Fried,Hard,17,138,155,3,Medium,Dinner,True,False,False,True,4.8,239,637,9.57,2024-12-19,True,False
RCP03712,Biryani,Indian,Appetizers,Fried,Hard,16,91,107,3,Hot,Snack,False,False,False,False,3.6,24,450,22.25,2023-08-27,False,False
RCP03713,Vindaloo,Indian,Appetizers,Roasted,Medium,23,26,49,4,Medium,Beverage,True,False,False,True,4.4,2986,371,6.14,2023-03-28,False,False
RCP03714,Rogan Josh,Indian,Appetizers,Baked,Easy,22,65,87,6,Very Hot,Dessert,False,False,False,True,4.1,1556,786,3.8,2024-03-22,True,False
RCP03715,Indian Appetizers Special 132,Indian,Appetizers,Steamed,Easy,16,102,118,7,Hot,Dinner,False,False,True,True,3.9,797,590,18.09,2023-10-16,False,True
RCP03716,Samosa,Indian,Appetizers,Boiled,Hard,27,50,77,2,Hot,Breakfast,False,False,False,True,4.6,706,279,8.09,2025-10-12,True,True
RCP03717,Indian Appetizers Special 134,Indian,Appetizers,Pressure-cooked,Hard,17,149,166,3,Medium,Dinner,False,False,False,True,5.0,4165,746,3.18,2026-01-11,True,False
RCP03718,Gulab Jamun,Indian,Appetizers,Pressure-cooked,Easy,49,52,101,6,Medium,Lunch,False,False,False,True,3.9,1495,306,4.8,2023-04-04,True,False
RCP03719,Paneer Tikka,Indian,Appetizers,Pressure-cooked,Easy,39,106,145,2,Medium,Snack,False,False,False,True,3.6,2913,308,9.23,2024-04-13,False,True
RCP03720,Idli,Indian,Appetizers,Grilled,Easy,52,22,74,7,Mild,Breakfast,False,False,False,False,4.6,1998,794,17.37,2025-01-27,True,False
RCP03721,Vindaloo,Indian,Appetizers,Grilled,Medium,15,72,87,2,Hot,Lunch,False,True,False,True,3.5,4378,417,14.91,2025-08-03,True,False
RCP03722,Indian Appetizers Special 139,Indian,Appetizers,Slow-cooked,Hard,20,173,193,4,Medium,Beverage,False,True,False,True,4.2,1083,446,5.51,2025-10-26,True,True
RCP03723,Samosa,Indian,Appetizers,Steamed,Medium,43,43,86,5,Medium,Breakfast,False,False,False,False,4.2,661,461,23.24,2025-01-22,False,False
RCP03724,Naan,Indian,Appetizers,Roasted,Easy,20,24,44,2,Medium,Breakfast,True,False,False,True,3.8,2378,448,22.86,2024-01-22,True,False
RCP03725,Dal Tadka,Indian,Appetizers,Baked,Hard,31,95,126,6,Very Hot,Lunch,True,True,False,False,4.3,3939,359,20.43,2024-09-02,True,False
RCP03726,Rogan Josh,Indian,Appetizers,Fried,Hard,50,81,131,6,Mild,Snack,False,False,False,True,4.3,1184,367,21.18,2023-04-22,False,False
RCP03727,Dosa,Indian,Appetizers,Steamed,Easy,49,16,65,4,Hot,Snack,False,False,False,True,4.9,2357,352,5.83,2023-10-30,True,False
RCP03728,Gulab Jamun,Indian,Appetizers,Grilled,Medium,19,33,52,3,Hot,Lunch,False,False,False,True,3.9,1514,685,24.55,2024-07-31,True,False
RCP03729,Indian Appetizers Special 146,Indian,Appetizers,Pressure-cooked,Medium,12,78,90,3,Hot,Lunch,False,False,False,True,4.2,146,579,7.21,2025-01-29,True,False
RCP03730,Gulab Jamun,Indian,Appetizers,Baked,Medium,17,45,62,7,Hot,Dessert,False,False,True,True,4.1,413,640,17.46,2025-02-28,True,False
RCP03731,Indian Appetizers Special 148,Indian,Appetizers,Roasted,Easy,25,59,84,3,Hot,Breakfast,False,False,False,True,4.8,4706,577,23.82,2025-03-25,True,False
RCP03732,Indian Appetizers Special 149,Indian,Appetizers,Baked,Hard,23,74,97,4,Medium,Lunch,True,False,False,True,4.2,4783,625,17.39,2024-07-09,False,False
RCP03733,Butter Chicken,Indian,Appetizers,Baked,Easy,49,67,116,5,Medium,Lunch,True,False,False,True,3.7,4736,773,11.92,2024-07-27,True,False
RCP03734,Tandoori Chicken,Indian,Appetizers,Boiled,Hard,23,166,189,3,Very Hot,Lunch,False,False,False,True,3.8,4088,274,13.7,2023-11-05,True,False
RCP03735,Paneer Tikka,Indian,Appetizers,Boiled,Easy,36,61,97,3,Medium,Snack,True,False,False,True,4.6,377,748,12.1,2025-02-12,False,False
RCP03736,Tandoori Chicken,Indian,Appetizers,Roasted,Easy,25,142,167,3,Medium,Snack,False,False,False,True,5.0,3944,652,21.51,2025-03-26,False,True
RCP03737,Indian Appetizers Special 154,Indian,Appetizers,Slow-cooked,Medium,11,104,115,4,Hot,Breakfast,False,False,False,True,4.8,2851,502,18.06,2024-09-30,False,False
RCP03738,Tandoori Chicken,Indian,Appetizers,Slow-cooked,Medium,25,88,113,7,Medium,Dinner,False,False,True,False,4.5,2271,376,11.26,2023-03-11,False,True
RCP03739,Indian Appetizers Special 156,Indian,Appetizers,Steamed,Medium,14,69,83,4,Medium,Snack,False,False,True,True,4.7,3197,628,9.56,2023-08-01,True,True
RCP03740,Indian Appetizers Special 157,Indian,Appetizers,Roasted,Easy,59,73,132,3,Very Hot,Dessert,True,False,False,True,4.5,1991,198,19.91,2024-09-07,True,False
RCP03741,Indian Appetizers Special 158,Indian,Appetizers,Steamed,Easy,11,138,149,4,Medium,Beverage,False,False,False,False,4.9,3934,680,22.41,2025-09-08,False,True
RCP03742,Biryani,Indian,Appetizers,Grilled,Hard,52,54,106,3,Medium,Beverage,False,False,False,False,4.5,2576,506,5.29,2024-08-25,False,False
RCP03743,Naan,Indian,Appetizers,Steamed,Medium,52,62,114,2,Medium,Dessert,True,False,False,True,4.0,835,159,3.32,2024-06-23,False,False
RCP03744,Samosa,Indian,Appetizers,Steamed,Medium,42,56,98,2,Hot,Dessert,False,False,False,True,4.0,3287,493,23.24,2025-07-16,True,False
RCP03745,Samosa,Indian,Appetizers,Slow-cooked,Medium,43,139,182,3,Medium,Breakfast,False,False,False,True,4.6,3567,723,17.16,2025-06-20,True,False
RCP03746,Indian Appetizers Special 163,Indian,Appetizers,Pressure-cooked,Easy,21,144,165,3,Hot,Dessert,True,False,False,True,3.5,3764,375,9.3,2025-11-26,True,False
RCP03747,Chole Bhature,Indian,Appetizers,Baked,Easy,27,106,133,7,Very Hot,Dessert,True,False,False,True,4.5,4525,516,12.42,2024-07-13,True,False
RCP03748,Indian Appetizers Special 165,Indian,Appetizers,Roasted,Medium,18,24,42,6,Medium,Dinner,True,False,False,True,4.3,2973,390,3.09,2023-07-04,True,False
RCP03749,Masala Dosa,Indian,Appetizers,Grilled,Medium,45,24,69,7,Medium,Beverage,False,False,False,False,4.4,66,700,19.89,2023-08-13,True,False
RCP03750,Biryani,Indian,Appetizers,Fried,Medium,35,164,199,5,Medium,Breakfast,True,False,True,True,4.1,3037,253,10.04,2024-03-09,False,False
RCP03751,Tandoori Chicken,Indian,Appetizers,Roasted,Easy,18,35,53,5,Very Hot,Lunch,True,False,False,False,4.5,2978,775,2.5,2023-12-30,True,False
RCP03752,Biryani,Indian,Appetizers,Baked,Hard,47,34,81,6,Very Hot,Breakfast,False,False,False,True,3.6,2613,216,12.73,2023-10-06,True,True
RCP03753,Indian Appetizers Special 170,Indian,Appetizers,Roasted,Medium,21,42,63,5,Hot,Lunch,False,False,False,False,4.7,3086,267,7.86,2025-03-22,False,False
RCP03754,Tandoori Chicken,Indian,Appetizers,Roasted,Medium,43,127,170,3,Medium,Beverage,False,False,False,True,4.9,3487,416,10.95,2023-03-12,False,True
RCP03755,Dal Tadka,Indian,Appetizers,Roasted,Medium,31,129,160,4,Very Hot,Beverage,False,False,False,False,4.2,3016,605,9.81,2024-08-06,True,False
RCP03756,Indian Appetizers Special 173,Indian,Appetizers,Baked,Easy,30,38,68,5,Mild,Dessert,True,False,False,False,4.6,3971,717,19.0,2024-07-19,False,False
RCP03757,Biryani,Indian,Appetizers,Boiled,Medium,25,114,139,2,Mild,Lunch,True,False,False,True,4.3,457,208,17.24,2025-02-24,False,False
RCP03758,Biryani,Indian,Appetizers,Roasted,Easy,31,28,59,4,Medium,Dinner,False,False,False,False,3.6,1833,690,3.93,2023-06-01,False,False
RCP03759,Idli,Indian,Appetizers,Roasted,Easy,58,23,81,5,Very Hot,Beverage,False,False,False,True,3.8,3374,671,7.12,2025-01-18,False,False
RCP03760,Butter Chicken,Indian,Appetizers,Grilled,Hard,14,87,101,4,Hot,Lunch,False,False,False,False,4.3,4180,678,18.14,2024-02-07,True,False
RCP03761,Indian Appetizers Special 178,Indian,Appetizers,Fried,Hard,38,178,216,2,Hot,Beverage,False,True,False,True,4.4,217,181,4.61,2024-02-18,True,False
RCP03762,Indian Appetizers Special 179,Indian,Appetizers,Grilled,Easy,12,32,44,6,Medium,Lunch,True,False,False,True,4.1,1378,331,12.2,2025-03-17,True,False
RCP03763,Masala Dosa,Indian,Appetizers,Fried,Medium,40,155,195,6,Medium,Breakfast,True,False,True,True,4.3,36,219,21.98,2023-02-24,True,False
RCP03764,Idli,Indian,Appetizers,Steamed,Hard,42,68,110,4,Mild,Beverage,False,False,False,True,3.7,2388,751,21.42,2023-08-11,True,False
RCP03765,Gulab Jamun,Indian,Appetizers,Slow-cooked,Easy,29,136,165,3,Mild,Breakfast,False,False,False,False,4.4,3985,624,8.75,2024-01-09,False,False
RCP03766,Dosa,Indian,Appetizers,Fried,Medium,11,171,182,7,Mild,Breakfast,True,False,False,True,3.5,1942,536,7.16,2025-01-20,True,False
RCP03767,Dal Tadka,Indian,Appetizers,Boiled,Easy,16,93,109,4,Hot,Breakfast,True,True,False,False,4.1,1958,611,21.94,2023-09-02,False,False
RCP03768,Chole Bhature,Indian,Appetizers,Roasted,Hard,39,142,181,3,Medium,Beverage,True,False,True,True,5.0,2929,711,13.54,2023-08-16,True,False
RCP03769,Indian Appetizers Special 186,Indian,Appetizers,Pressure-cooked,Hard,20,118,138,4,Mild,Snack,False,True,False,True,3.6,1886,505,16.42,2024-10-06,False,True
RCP03770,Indian Appetizers Special 187,Indian,Appetizers,Grilled,Hard,21,114,135,7,Mild,Breakfast,False,False,False,True,3.7,1262,680,9.89,2025-04-30,False,False
RCP03771,Idli,Indian,Appetizers,Steamed,Hard,18,119,137,2,Medium,Dinner,True,False,False,True,4.0,3164,357,8.47,2024-08-09,True,True
RCP03772,Indian Appetizers Special 189,Indian,Appetizers,Fried,Hard,58,66,124,4,Medium,Dessert,False,False,False,False,4.8,711,468,20.43,2025-04-02,False,False
RCP03773,Dal Tadka,Indian,Appetizers,Roasted,Easy,51,139,190,6,Medium,Breakfast,False,False,False,True,3.9,4286,572,13.61,2023-09-14,True,False
RCP03774,Dosa,Indian,Appetizers,Slow-cooked,Medium,50,65,115,6,Hot,Beverage,False,False,False,True,3.8,1728,314,9.81,2026-01-30,False,True
RCP03775,Masala Dosa,Indian,Appetizers,Roasted,Easy,36,100,136,4,Very Hot,Beverage,False,True,False,True,3.9,4815,608,14.16,2024-10-24,True,False
RCP03776,Idli,Indian,Appetizers,Pressure-cooked,Easy,52,38,90,6,Medium,Breakfast,False,False,False,False,4.7,1331,590,9.09,2024-04-01,False,False
RCP03777,Tandoori Chicken,Indian,Appetizers,Baked,Hard,30,161,191,2,Medium,Dinner,False,True,False,True,4.6,3267,797,3.34,2024-07-28,False,False
RCP03778,Idli,Indian,Appetizers,Boiled,Medium,23,133,156,3,Hot,Snack,True,False,False,False,3.9,4420,523,4.51,2023-10-16,False,False
RCP03779,Indian Appetizers Special 196,Indian,Appetizers,Slow-cooked,Easy,49,42,91,2,Hot,Lunch,False,False,True,True,4.9,1076,533,19.43,2025-01-23,False,False
RCP03780,Naan,Indian,Appetizers,Boiled,Easy,18,159,177,2,Mild,Beverage,False,False,False,False,4.4,3538,488,14.69,2025-11-19,True,False
RCP03781,Dal Tadka,Indian,Appetizers,Steamed,Easy,20,142,162,4,Medium,Dinner,True,False,False,True,4.2,1383,477,21.92,2026-02-11,False,False
RCP03782,Indian Appetizers Special 199,Indian,Appetizers,Boiled,Medium,26,127,153,4,Hot,Lunch,False,False,False,False,4.0,2908,650,23.6,2025-02-15,True,False
RCP03783,Butter Chicken,Indian,Appetizers,Boiled,Hard,12,163,175,2,Medium,Dessert,False,False,False,True,3.6,202,218,12.46,2026-02-11,True,False
RCP03784,Indian Appetizers Special 201,Indian,Appetizers,Fried,Easy,30,131,161,6,Medium,Snack,False,False,False,False,4.5,4561,278,24.86,2024-10-01,False,False
RCP03785,Vindaloo,Indian,Appetizers,Grilled,Easy,17,62,79,5,Medium,Dessert,False,False,False,True,4.6,2853,603,10.3,2025-12-07,True,False
RCP03786,Indian Appetizers Special 203,Indian,Appetizers,Fried,Easy,45,38,83,6,Medium,Lunch,True,True,False,False,3.9,3681,692,15.06,2025-04-23,True,False
RCP03787,Paneer Tikka,Indian,Appetizers,Pressure-cooked,Easy,41,71,112,6,Hot,Snack,False,False,False,True,4.0,4720,577,15.4,2025-02-12,False,False
RCP03788,Naan,Indian,Appetizers,Slow-cooked,Medium,19,83,102,6,Medium,Breakfast,False,False,False,False,4.8,2745,223,13.95,2025-03-08,False,False
RCP03789,Chole Bhature,Indian,Appetizers,Baked,Easy,13,166,179,5,Medium,Breakfast,False,False,False,True,4.0,1525,459,14.14,2023-05-04,True,False
RCP03790,Gulab Jamun,Indian,Appetizers,Steamed,Hard,22,39,61,7,Mild,Dinner,True,False,False,True,5.0,4550,248,14.42,2025-03-27,True,False
RCP03791,Idli,Indian,Appetizers,Baked,Medium,55,96,151,6,Medium,Dinner,False,False,False,True,4.9,2865,491,13.87,2025-07-14,True,True
RCP03792,Chole Bhature,Indian,Appetizers,Pressure-cooked,Easy,15,36,51,5,Medium,Beverage,True,True,False,False,3.7,13,778,7.12,2023-05-15,True,False
RCP03793,Gulab Jamun,Indian,Appetizers,Fried,Medium,47,86,133,5,Medium,Dinner,True,False,False,True,3.9,4374,529,22.84,2024-12-30,False,False
RCP03794,Tandoori Chicken,Indian,Appetizers,Steamed,Hard,26,111,137,7,Medium,Snack,False,False,False,False,4.2,3673,683,23.14,2025-02-20,False,True
RCP03795,Butter Chicken,Indian,Appetizers,Baked,Medium,31,97,128,6,Medium,Dessert,False,False,False,True,3.6,4855,310,19.99,2024-02-12,False,False
RCP03796,Dosa,Indian,Appetizers,Slow-cooked,Medium,25,69,94,4,Very Hot,Breakfast,True,False,False,True,4.5,1307,320,10.69,2025-01-20,True,False
RCP03797,Rogan Josh,Indian,Appetizers,Pressure-cooked,Medium,20,69,89,3,Hot,Breakfast,False,True,False,True,3.6,803,566,15.11,2024-06-18,True,False
RCP03798,Masala Dosa,Indian,Appetizers,Grilled,Easy,57,98,155,6,Hot,Beverage,False,False,False,True,3.9,3476,633,6.54,2024-03-09,True,False
RCP03799,Tandoori Chicken,Indian,Appetizers,Steamed,Hard,41,74,115,4,Medium,Beverage,False,False,False,True,4.3,367,364,16.38,2023-11-05,True,False
RCP03800,Indian Appetizers Special 217,Indian,Appetizers,Baked,Easy,18,54,72,3,Medium,Dinner,False,False,False,True,3.6,724,662,7.75,2024-06-24,False,True
RCP03801,Dosa,Indian,Appetizers,Pressure-cooked,Easy,26,114,140,7,Very Hot,Lunch,False,False,True,True,4.3,3195,679,20.22,2025-06-13,True,True
RCP03802,Dosa,Indian,Appetizers,Boiled,Easy,36,88,124,5,Medium,Beverage,True,False,False,True,4.7,4226,597,8.21,2025-06-11,False,False
RCP03803,Indian Appetizers Special 220,Indian,Appetizers,Pressure-cooked,Easy,19,40,59,5,Hot,Dessert,False,False,True,True,3.7,2915,672,6.44,2025-04-18,True,False
RCP03804,Rogan Josh,Indian,Appetizers,Pressure-cooked,Medium,43,178,221,6,Medium,Lunch,True,False,True,True,3.8,740,418,23.24,2025-05-06,False,False
RCP03805,Indian Appetizers Special 222,Indian,Appetizers,Grilled,Medium,24,116,140,2,Medium,Dessert,False,False,False,True,3.9,1980,745,12.08,2024-01-30,True,False
RCP03806,Vindaloo,Indian,Appetizers,Steamed,Medium,14,16,30,2,Hot,Lunch,False,True,False,True,3.9,3245,340,21.44,2025-12-12,True,False
RCP03807,Gulab Jamun,Indian,Appetizers,Fried,Easy,20,58,78,5,Medium,Beverage,False,False,False,True,3.5,2980,325,18.59,2024-06-22,True,False
RCP03808,Indian Appetizers Special 225,Indian,Appetizers,Grilled,Easy,31,73,104,4,Medium,Dinner,False,False,False,False,4.9,1140,655,17.11,2023-11-23,True,False
RCP03809,Naan,Indian,Appetizers,Slow-cooked,Hard,54,114,168,6,Medium,Dessert,False,False,True,True,3.8,3487,765,21.02,2023-04-06,True,True
RCP03810,Chole Bhature,Indian,Appetizers,Slow-cooked,Easy,39,128,167,5,Medium,Lunch,False,False,False,True,4.0,4248,492,21.34,2025-03-19,True,False
RCP03811,Chole Bhature,Indian,Appetizers,Boiled,Medium,48,94,142,5,Medium,Lunch,False,True,False,True,4.8,4258,343,10.71,2023-09-05,True,True
