recipe_id,calories,protein_g,carbohydrates_g,fat_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,vitamin_a_percent,vitamin_c_percent,calcium_percent,iron_percent
RCP04226,685,8,49,28,9,2,746,37,23,9,22,12
RCP04227,505,20,74,23,13,11,924,30,11,29,17,26
RCP04228,648,6,69,29,12,6,350,7,25,57,15,39
RCP04229,659,37,35,28,10,18,1176,26,33,51,8,35
RCP04230,345,8,73,10,8,15,1350,70,12,27,17,22
RCP04231,234,21,35,39,11,7,324,36,17,15,8,14
RCP04232,736,34,67,20,7,17,1354,52,13,26,8,37
RCP04233,724,24,35,21,12,16,365,67,6,20,10,18
RCP04234,308,22,46,20,13,2,664,65,11,46,9,33
RCP04235,168,8,42,18,7,12,963,94,5,20,15,34
RCP04236,257,7,54,25,14,4,485,79,10,49,12,22
RCP04237,654,40,31,17,4,10,588,88,25,32,29,18
RCP04238,508,33,79,37,7,2,1124,68,5,26,11,24
RCP04239,288,44,41,17,7,12,1074,89,37,43,6,39
RCP04240,579,29,60,38,2,3,539,89,36,54,15,38
RCP04241,430,49,61,19,13,12,1194,67,22,44,11,18
RCP04242,601,19,46,10,14,6,1476,13,30,39,26,26
RCP04243,583,40,49,31,4,6,1493,49,32,42,24,28
RCP04244,657,20,76,18,11,12,1254,56,19,11,29,25
RCP04245,251,31,59,38,4,3,899,23,35,31,17,33
RCP04246,518,33,63,23,9,7,392,73,19,8,11,17
RCP04247,475,13,49,23,12,4,263,47,19,24,19,36
RCP04248,420,19,78,27,12,8,1156,15,9,46,17,22
RCP04249,262,18,48,25,2,8,1155,29,10,12,6,10
RCP04250,386,34,49,23,2,10,821,25,17,46,26,23
RCP04251,788,31,53,33,6,18,768,15,25,30,22,38
RCP04252,572,45,55,30,6,2,940,91,18,51,25,30
RCP04253,781,24,38,17,14,14,326,10,37,44,28,21
RCP04254,602,23,41,29,3,10,1008,83,34,56,11,18
RCP04255,210,41,46,24,9,15,534,55,30,59,20,19
RCP04256,708,46,35,37,4,7,508,4,37,56,16,12
RCP04257,736,29,47,15,4,13,1263,61,19,7,25,13
RCP04258,769,11,67,23,10,2,1020,10,22,15,15,12
RCP04259,720,24,63,32,2,17,1045,43,24,58,21,30
RCP04260,283,6,36,26,14,14,1394,51,28,17,25,13
RCP04261,552,5,65,25,3,3,244,65,35,39,25,18
RCP04262,480,49,77,35,14,5,1441,81,12,36,22,16
RCP04263,553,8,77,27,6,12,1059,92,18,46,28,20
RCP04264,552,27,51,29,2,17,1472,37,29,57,6,13
RCP04265,579,16,77,13,8,4,1458,3,17,37,17,28
RCP04266,337,18,54,16,14,13,415,86,13,24,27,31
RCP04267,752,15,68,11,4,17,217,43,9,35,5,11
RCP04268,172,10,62,13,14,16,1056,6,37,30,16,14
RCP04269,513,37,68,38,2,7,1251,46,22,38,22,31
RCP04270,528,33,54,25,5,16,621,72,31,16,11,21
RCP04271,360,41,53,24,6,15,232,94,9,26,10,33
RCP04272,251,34,79,36,9,2,807,3,14,33,23,18
RCP04273,419,44,69,37,8,13,773,50,25,9,10,19
RCP04274,661,17,40,10,11,4,353,48,16,14,16,26
RCP04275,317,43,65,34,14,9,985,36,29,50,21,20
RCP04276,351,32,53,26,14,13,276,78,25,37,29,13
RCP04277,726,21,67,37,10,19,813,55,36,47,6,39
RCP04278,546,47,60,18,4,7,1156,5,38,38,29,33
RCP04279,661,15,42,27,4,4,326,82,36,50,26,11
RCP04280,464,25,37,28,10,5,669,92,14,12,14,27
RCP04281,288,28,54,28,6,19,707,84,19,51,5,27
RCP04282,487,42,53,38,3,19,886,11,29,53,27,24
RCP04283,323,46,79,22,9,7,505,56,11,40,13,18
RCP04284,385,24,35,23,12,19,475,83,39,27,16,20
RCP04285,720,32,34,36,3,9,855,86,10,53,21,36
RCP04286,428,10,72,22,13,13,975,7,25,32,5,24
RCP04287,559,9,77,15,4,16,1333,11,33,52,20,17
RCP04288,634,27,49,36,4,14,1405,94,23,52,14,10
RCP04289,158,9,75,28,13,6,293,0,13,53,7,12
RCP04290,488,15,57,17,7,4,1010,56,37,8,19,23
RCP04291,579,34,37,23,2,8,749,0,9,10,11,19
RCP04292,303,37,42,26,11,4,1076,59,27,23,10,32
RCP04293,642,30,44,28,14,4,1025,35,36,58,19,27
RCP04294,162,6,54,18,11,18,1358,28,23,44,18,14
RCP04295,738,45,63,23,14,7,738,0,19,22,27,17
RCP04296,275,23,58,27,6,7,232,95,9,44,29,23
RCP04297,342,19,41,21,3,9,1373,38,19,24,11,31
RCP04298,727,6,74,15,13,2,1289,75,6,40,25,28
RCP04299,382,11,43,14,12,7,1445,71,22,28,26,34
RCP04300,527,30,67,28,3,17,1070,52,25,7,17,34
RCP04301,332,23,62,27,8,4,1158,31,16,15,26,26
RCP04302,265,35,35,31,4,18,798,85,33,13,11,30
RCP04303,677,16,70,19,14,13,448,33,15,59,26,13
RCP04304,709,39,33,28,6,3,382,38,33,18,25,16
RCP04305,391,26,70,31,10,16,1176,0,33,26,16,11
RCP04306,449,35,57,38,5,3,849,38,27,41,28,34
RCP04307,379,33,40,35,3,14,1322,94,7,8,18,39
RCP04308,627,33,45,15,8,9,605,0,12,54,16,13
RCP04309,501,23,67,35,7,5,988,69,13,40,27,39
RCP04310,599,38,51,29,2,2,603,22,19,13,9,28
RCP04311,385,15,59,22,13,12,1080,62,7,8,26,12
RCP04312,510,43,54,25,13,6,924,33,31,51,13,13
RCP04313,154,36,59,20,5,13,602,28,6,52,9,39
RCP04314,436,29,61,21,14,7,1472,0,19,7,25,39
RCP04315,759,21,79,34,12,5,661,48,17,41,25,13
RCP04316,496,45,74,32,6,19,232,90,14,8,22,24
RCP04317,686,42,74,36,5,7,487,33,23,8,19,34
RCP04318,408,24,50,15,6,2,1330,82,33,30,11,39
RCP04319,566,21,62,23,8,19,1439,97,22,7,11,26
RCP04320,282,22,31,33,14,7,218,45,19,21,10,30
RCP04321,540,32,36,15,2,11,1257,0,28,58,11,19
RCP04322,794,37,61,35,6,16,1302,0,18,31,8,19
RCP04323,287,26,73,18,8,6,1035,67,24,58,10,16
RCP04324,496,17,41,14,3,9,236,97,29,11,29,28
RCP04325,387,19,40,11,11,2,1358,94,38,18,5,23
RCP04326,740,14,36,13,9,12,271,0,26,9,12,10
RCP04327,522,40,64,29,9,15,838,35,30,6,11,23
RCP04328,367,8,31,13,11,6,1192,98,21,59,6,11
RCP04329,605,27,64,15,12,11,910,70,24,17,8,32
RCP04330,701,43,60,23,2,11,752,0,27,49,10,17
RCP04331,250,43,48,32,9,2,941,78,13,22,29,13
RCP04332,627,23,34,24,14,11,387,14,36,39,22,17
RCP04333,677,9,77,27,11,19,268,68,24,42,27,35
RCP04334,197,20,52,16,2,3,1367,6,6,21,9,12
RCP04335,433,31,56,18,3,14,1420,11,7,51,17,33
RCP04336,229,13,64,16,9,12,922,2,13,40,14,21
RCP04337,258,18,47,15,12,16,242,6,22,41,18,10
RCP04338,450,40,65,19,12,15,609,54,9,22,11,32
RCP04339,645,49,42,23,7,9,600,40,7,55,5,20
RCP04340,757,31,61,19,4,7,940,5,5,17,14,11
RCP04341,668,23,38,16,11,11,1342,82,34,29,8,11
RCP04342,200,9,71,27,3,4,293,94,39,12,25,30
RCP04343,543,29,43,32,4,14,865,42,15,8,14,26
RCP04344,649,10,35,18,9,10,852,0,36,48,5,28
RCP04345,526,11,32,24,8,9,809,25,25,59,14,18
RCP04346,162,27,77,19,11,6,1226,0,21,22,7,12
RCP04347,618,10,56,28,8,3,1200,11,38,26,8,11
RCP04348,755,46,35,20,11,12,1186,1,33,26,7,10
RCP04349,635,45,70,30,7,9,1199,93,29,20,18,30
RCP04350,716,8,50,13,4,15,1296,47,38,21,28,29
RCP04351,311,26,38,34,10,11,1243,90,32,25,23,27
RCP04352,322,12,33,22,8,6,899,54,32,29,19,33
RCP04353,723,36,62,22,8,3,1336,0,14,27,27,19
RCP04354,362,41,65,27,2,3,612,91,31,35,10,29
RCP04355,546,28,51,22,10,13,619,11,14,25,17,30
RCP04356,442,5,46,18,12,6,1341,0,10,16,8,34
RCP04357,791,48,61,30,5,4,515,0,32,47,26,22
RCP04358,722,20,67,35,14,8,1183,67,19,32,24,14
RCP04359,629,30,69,21,10,19,1106,21,19,32,11,26
RCP04360,159,15,42,10,9,4,292,53,32,44,7,31
RCP04361,328,33,70,39,7,18,1245,21,39,54,18,18
RCP04362,318,28,55,26,9,2,872,38,5,37,24,29
RCP04363,263,37,74,35,8,7,381,59,17,52,25,11
RCP04364,607,11,50,26,11,13,1391,98,29,23,29,33
RCP04365,511,45,44,16,14,16,906,1,10,7,28,16
RCP04366,534,30,50,28,8,7,1167,52,10,41,5,29
RCP04367,510,27,62,21,7,5,849,91,12,7,21,26
RCP04368,658,11,37,16,4,14,340,27,23,54,19,33
RCP04369,375,22,60,26,10,3,394,31,29,14,21,35
RCP04370,513,48,72,31,9,8,538,9,35,15,24,35
RCP04371,643,45,73,18,12,18,591,18,36,17,14,26
RCP04372,319,30,54,39,10,2,1297,62,19,38,19,35
RCP04373,298,45,67,39,14,19,392,63,17,49,22,21
RCP04374,492,49,55,23,5,12,227,0,25,29,22,35
RCP04375,750,26,47,33,10,9,914,4,18,55,16,32
RCP04376,494,28,61,29,5,7,1391,0,33,8,19,14
RCP04377,388,12,31,19,3,18,216,2,11,56,20,15
RCP04378,302,44,34,38,2,19,1184,75,39,32,18,37
RCP04379,751,16,55,28,6,8,571,40,32,44,12,25
RCP04380,263,43,36,38,7,16,1460,23,26,35,29,29
RCP04381,483,40,36,24,4,3,788,0,28,7,28,39
RCP04382,646,42,75,19,10,6,1250,8,11,57,11,19
RCP04383,271,40,67,30,14,9,1015,55,12,10,23,19
RCP04384,687,30,60,17,6,8,718,21,12,26,26,29
RCP04385,770,6,54,15,13,2,960,28,31,38,21,17
RCP04386,556,39,68,15,12,13,854,68,24,20,18,34
RCP04387,702,13,75,14,10,6,498,13,37,55,19,20
RCP04388,423,29,55,27,11,4,507,0,26,51,12,34
RCP04389,268,25,53,16,4,3,585,38,39,14,7,37
RCP04390,223,35,50,28,4,4,618,45,16,59,27,19
RCP04391,438,33,63,38,3,17,628,57,17,13,20,20
RCP04392,787,13,64,11,10,10,231,25,29,42,9,11
RCP04393,532,23,73,31,9,10,1023,77,11,15,29,37
RCP04394,206,34,67,16,5,14,1197,18,5,28,5,16
RCP04395,558,26,78,33,14,5,1342,15,37,54,11,30
RCP04396,210,49,32,25,12,3,1009,0,23,12,9,19
RCP04397,178,12,30,19,5,9,1492,6,9,24,21,34
RCP04398,527,38,73,32,6,14,1231,22,32,27,18,39
RCP04399,488,30,47,32,2,17,359,10,17,41,22,11
RCP04400,234,41,31,27,10,11,1374,77,9,24,5,35
RCP04401,230,10,53,13,4,14,529,85,18,28,18,26
RCP04402,446,20,50,31,4,5,833,56,27,22,21,20
RCP04403,166,32,68,25,11,14,1230,39,5,36,25,17
RCP04404,225,28,62,38,11,14,541,3,30,21,24,11
RCP04405,799,20,78,16,9,13,473,93,23,37,23,36
RCP04406,293,46,50,35,4,18,1213,2,17,31,28,36
RCP04407,634,17,63,15,9,19,1020,96,34,18,19,12
RCP04408,257,35,65,32,7,15,409,43,38,16,23,34
RCP04409,209,19,50,28,14,14,1284,76,21,52,27,23
RCP04410,351,41,40,23,14,4,1119,0,14,14,27,36
RCP04411,301,22,54,26,7,17,492,1,20,24,18,36
RCP04412,456,30,47,18,9,6,1257,12,8,55,22,21
RCP04413,237,23,51,27,12,5,1347,15,8,17,18,19
RCP04414,432,8,76,17,14,11,471,22,37,37,7,35
RCP04415,348,23,61,17,3,13,888,40,11,20,6,36
RCP04416,207,48,69,29,2,6,1179,47,26,20,5,16
RCP04417,282,20,72,19,7,16,1347,19,19,30,17,20
RCP04418,609,23,57,18,7,18,262,18,39,40,7,19
RCP04419,607,15,41,25,2,10,742,0,15,26,27,34
RCP04420,789,17,73,14,7,6,1373,57,17,57,28,15
RCP04421,694,24,53,31,11,16,1183,75,10,6,13,12
RCP04422,614,20,56,35,2,6,1423,94,26,48,12,36
RCP04423,559,44,30,26,7,14,631,50,37,10,27,29
RCP04424,594,35,62,33,10,17,877,52,23,32,17,29
RCP04425,551,24,40,24,8,10,426,11,33,39,26,37
RCP04426,705,36,47,36,3,16,1096,44,12,25,20,23
RCP04427,625,36,60,35,11,19,1130,68,8,46,14,38
RCP04428,593,7,54,10,6,9,576,87,22,44,21,18
RCP04429,624,19,46,22,13,15,725,21,32,51,17,11
RCP04430,310,33,50,26,6,8,304,20,30,22,5,23
RCP04431,698,13,36,19,13,9,289,76,21,25,29,20
RCP04432,231,36,76,27,3,4,220,31,35,31,16,19
RCP04433,257,14,34,23,8,11,602,57,10,15,28,36
RCP04434,152,45,59,23,10,7,503,49,15,15,24,16
RCP04435,361,29,45,18,5,12,723,64,26,58,14,21
RCP04436,602,14,41,11,8,15,960,79,15,8,12,26
RCP04437,510,17,60,15,11,8,1120,90,28,11,26,34
RCP04438,718,18,50,17,9,7,242,86,31,37,28,37
RCP04439,233,17,62,15,2,18,301,35,34,12,13,28
RCP04440,220,18,59,20,12,9,1151,0,33,48,13,30
RCP04441,758,11,75,23,4,8,1306,70,10,51,27,29
RCP04442,426,7,66,20,6,2,1102,34,35,5,7,28
RCP04443,484,32,71,34,2,16,216,79,32,56,12,15
RCP04444,239,13,30,20,8,12,471,16,11,55,8,32
RCP04445,668,40,71,37,10,2,293,99,37,46,20,25
RCP04446,398,15,31,21,9,12,545,63,9,15,13,21
RCP04447,625,18,79,15,2,14,238,91,9,23,13,23
RCP04448,409,42,68,30,8,2,879,90,23,29,28,27
RCP04449,475,24,60,17,3,11,655,66,34,43,14,17
RCP04450,488,48,77,19,12,3,951,78,35,30,10,14
RCP04451,562,40,60,20,4,14,1300,58,19,34,7,27
RCP04452,570,20,43,28,5,13,1476,31,21,25,9,37
RCP04453,250,26,63,37,4,18,566,0,29,46,17,34
RCP04454,523,21,58,24,13,10,1276,21,39,33,22,18
RCP04455,371,7,56,28,4,15,621,71,14,21,27,23
RCP04456,275,34,52,33,9,19,551,94,12,7,26,18
RCP04457,581,42,66,29,13,11,863,12,28,31,18,26
RCP04458,509,43,48,35,6,9,1060,46,28,31,16,18
RCP04459,602,23,62,17,9,10,205,40,9,6,24,22
RCP04460,687,15,61,20,11,9,220,65,34,35,27,30
RCP04461,607,14,62,29,2,19,410,67,10,43,6,17
RCP04462,260,49,47,24,8,15,583,95,16,15,5,23
RCP04463,630,26,40,32,7,5,1028,47,29,40,11,37
RCP04464,289,21,71,32,13,8,1455,0,37,46,12,13
RCP04465,230,48,53,25,11,4,1447,66,12,24,23,18
RCP04466,675,40,38,26,3,9,1224,68,24,11,19,34
RCP04467,635,33,59,28,5,7,330,7,35,5,20,14
RCP04468,687,47,62,26,7,2,1318,45,7,26,5,23
RCP04469,312,5,34,28,14,6,653,42,13,56,16,13
RCP04470,459,12,54,18,14,15,1442,48,29,49,11,32
RCP04471,550,40,49,23,4,7,1045,80,36,56,9,23
RCP04472,250,39,32,33,13,4,414,34,21,9,16,22
RCP04473,335,21,66,31,14,16,200,71,7,16,16,27
RCP04474,194,11,79,27,12,15,769,26,27,41,14,12
RCP04475,564,48,45,31,10,4,268,18,34,58,28,14
RCP04476,230,34,51,15,4,2,1242,0,9,21,16,38
RCP04477,284,45,74,16,10,19,830,44,39,51,17,37
RCP04478,286,8,55,22,2,16,1356,16,9,40,6,23
RCP04479,212,12,67,12,2,4,255,39,33,55,9,30
RCP04480,256,43,77,31,13,19,1418,0,6,55,9,24
RCP04481,678,24,62,37,10,14,660,47,9,33,5,17
RCP04482,604,32,77,27,3,12,1378,0,7,49,20,23
RCP04483,740,39,33,37,2,7,1481,99,22,25,25,11
RCP04484,748,38,68,36,6,3,1436,21,5,24,13,27
RCP04485,726,35,58,25,12,7,766,0,39,33,28,17
RCP04486,466,25,52,35,9,7,1171,23,28,30,14,32
RCP04487,190,21,79,24,12,15,278,26,29,31,15,22
RCP04488,696,11,43,11,10,19,1430,4,35,33,13,22
RCP04489,355,10,53,20,10,14,862,8,34,55,11,34
RCP04490,772,47,46,33,8,19,1004,15,15,18,9,20
RCP04491,226,41,30,21,4,2,258,0,26,22,7,21
RCP04492,440,30,69,39,10,9,1244,0,22,8,8,26
RCP04493,449,34,59,30,9,7,1044,11,34,53,27,26
RCP04494,335,47,54,27,9,15,464,39,13,35,22,21
RCP04495,214,22,46,31,11,4,215,46,19,9,18,13
RCP04496,435,24,56,18,8,15,1105,95,26,35,26,13
RCP04497,352,10,59,15,10,12,600,17,10,38,5,18
RCP04498,616,9,34,26,5,9,1201,75,27,54,8,34
RCP04499,677,10,54,24,6,19,582,90,34,28,9,33
RCP04500,225,21,50,34,8,8,201,0,28,13,8,18
RCP04501,519,18,45,28,5,2,461,61,11,28,29,19
RCP04502,676,45,69,25,14,17,744,34,38,21,19,30
RCP04503,755,42,48,15,3,11,546,9,15,34,20,28
RCP04504,156,42,71,35,5,15,977,78,18,50,11,30
RCP04505,177,43,47,20,14,15,770,83,14,32,22,22
RCP04506,634,15,72,21,14,8,1447,33,33,55,25,38
RCP04507,693,5,51,24,2,10,1131,57,13,34,11,36
RCP04508,655,11,79,17,9,13,1347,46,19,14,14,17
RCP04509,605,31,34,36,11,2,923,74,5,16,5,20
RCP04510,496,13,42,22,12,2,236,88,31,41,8,23
RCP04511,404,5,65,28,2,12,1418,64,8,10,22,26
RCP04512,739,47,77,15,11,19,522,92,24,42,6,27
RCP04513,542,47,53,33,10,14,528,3,36,22,14,22
RCP04514,453,5,53,15,14,5,824,16,13,42,15,16
RCP04515,219,21,71,37,5,10,1317,58,13,51,6,17
RCP04516,786,44,41,24,13,15,1145,91,33,32,24,36
RCP04517,573,11,53,18,11,3,776,41,36,14,19,30
RCP04518,463,17,75,19,10,3,490,7,11,42,22,31
RCP04519,633,7,73,16,2,7,1113,94,16,27,5,15
RCP04520,400,38,69,29,7,4,918,30,17,49,23,13
RCP04521,603,14,61,14,7,4,1148,75,25,30,18,35
RCP04522,371,20,45,29,12,16,388,60,12,38,11,35
RCP04523,473,28,68,28,6,4,1414,31,32,26,6,24
RCP04524,546,40,40,29,14,3,1481,81,24,43,16,22
RCP04525,404,44,35,17,4,16,1252,38,29,25,17,30
RCP04526,496,35,66,18,3,6,786,74,15,11,10,15
RCP04527,698,49,49,35,10,7,1371,65,32,9,25,23
RCP04528,159,10,33,29,14,13,380,0,24,39,12,14
RCP04529,762,19,42,16,4,13,950,76,19,36,15,28
RCP04530,661,37,74,15,7,16,1466,54,21,51,15,12
RCP04531,664,8,70,27,13,6,779,15,37,59,12,20
RCP04532,606,15,69,26,12,19,657,23,10,45,7,24
RCP04533,687,7,71,15,12,15,1051,23,30,47,8,38
RCP04534,482,17,70,13,10,17,1131,90,10,16,27,13
RCP04535,361,20,47,21,14,17,1356,81,35,54,8,28
RCP04536,539,35,54,18,3,4,766,69,34,34,6,15
RCP04537,358,6,78,16,2,2,1090,70,36,47,5,13
RCP04538,520,20,44,24,4,13,1245,0,14,29,11,33
RCP04539,241,24,37,17,4,5,734,76,7,55,9,12
RCP04540,524,23,33,26,7,8,320,36,25,55,22,12
RCP04541,686,16,67,26,5,14,270,9,30,47,25,34
RCP04542,616,35,31,29,11,4,1287,51,32,5,10,39
RCP04543,682,16,41,10,11,13,837,8,17,17,24,20
RCP04544,776,20,77,20,5,2,428,6,14,53,13,38
RCP04545,624,25,53,16,11,14,1260,0,15,39,26,14
RCP04546,705,25,55,30,2,7,293,52,26,19,8,19
RCP04547,370,41,67,38,3,9,860,71,23,48,26,26
RCP04548,307,23,44,36,10,2,758,61,7,23,27,23
RCP04549,541,35,64,26,11,5,601,97,15,45,18,33
RCP04550,502,28,44,27,3,6,249,87,24,10,11,39
RCP04551,314,29,49,35,9,7,992,96,14,55,15,33
RCP04552,287,28,40,33,7,4,258,12,14,21,18,21
RCP04553,478,18,62,10,4,3,276,41,14,58,13,17
RCP04554,293,45,59,35,2,19,1335,92,27,44,11,32
RCP04555,240,42,55,29,11,5,756,61,35,35,8,26
RCP04556,790,32,46,18,2,3,708,64,10,47,25,37
RCP04557,301,5,51,24,7,15,315,67,35,20,27,23
RCP04558,209,17,37,21,13,13,1264,20,14,41,25,13
RCP04559,156,34,66,26,11,10,827,54,6,54,20,27
RCP04560,406,39,62,24,7,12,1097,57,36,11,8,13
RCP04561,374,47,59,19,2,18,356,34,26,12,10,16
RCP04562,596,7,62,22,9,2,290,0,24,50,12,33
RCP04563,484,10,51,15,2,12,633,61,30,55,19,23
RCP04564,392,49,70,38,8,11,1192,51,15,54,26,30
RCP04565,566,27,36,37,4,10,1458,48,18,53,6,29
RCP04566,463,12,51,29,12,19,1428,83,19,49,8,39
RCP04567,445,23,75,25,13,8,945,12,29,31,27,16
RCP04568,376,34,70,38,9,5,1470,51,9,34,22,32
RCP04569,716,30,48,30,3,14,670,43,23,24,28,30
RCP04570,288,46,47,27,11,17,358,63,28,32,13,13
RCP04571,259,43,68,28,10,17,275,13,30,38,11,38
RCP04572,314,20,77,17,5,15,914,60,17,56,21,27
RCP04573,152,35,79,33,4,10,411,67,5,24,22,14
RCP04574,552,46,55,35,4,9,1097,7,33,39,15,15
RCP04575,414,21,49,38,4,12,1258,0,23,6,19,16
RCP04576,450,46,56,31,3,6,989,16,25,40,10,36
RCP04577,493,36,49,36,7,17,1038,39,37,47,19,18
RCP04578,400,12,37,18,2,16,678,13,9,56,29,11
RCP04579,239,7,34,26,9,9,587,94,8,22,28,14
RCP04580,218,43,33,25,8,8,1274,9,9,19,9,36
RCP04581,443,7,75,27,11,10,1440,0,26,5,13,19
RCP04582,480,5,53,11,7,12,342,29,14,8,21,34
RCP04583,329,29,56,34,11,6,1392,95,36,47,24,23
RCP04584,688,32,63,30,8,19,1233,18,19,50,22,29
RCP04585,251,44,41,25,8,19,918,75,28,32,22,36
RCP04586,204,35,59,19,7,7,1426,72,12,42,18,36
RCP04587,325,19,41,27,2,12,463,99,38,54,5,39
RCP04588,615,49,55,39,8,11,984,18,23,49,22,13
RCP04589,640,10,30,18,14,9,636,0,14,49,12,36
RCP04590,172,49,72,29,10,19,437,8,30,10,7,26
RCP04591,153,17,73,16,13,8,823,81,18,20,9,34
RCP04592,536,35,43,16,9,7,1073,54,30,47,12,31
RCP04593,351,41,57,17,14,15,1424,67,17,41,23,30
RCP04594,685,32,67,20,13,18,807,7,33,28,29,30
RCP04595,646,18,51,19,10,6,851,31,10,23,27,38
RCP04596,439,33,47,15,5,19,392,24,27,24,29,21
RCP04597,256,39,39,25,5,9,966,3,15,35,20,21
RCP04598,349,14,33,11,5,11,766,30,5,10,26,31
RCP04599,560,14,42,27,2,9,1143,58,22,37,12,11
RCP04600,272,32,56,31,14,17,1312,30,8,5,14,13
RCP04601,647,9,68,29,12,9,291,56,12,15,9,36
RCP04602,180,18,70,27,7,17,481,0,28,52,14,29
RCP04603,683,23,37,26,12,3,496,28,14,16,9,28
RCP04604,224,45,62,32,12,17,964,8,24,30,17,18
RCP04605,176,47,44,22,12,12,644,28,24,30,14,28
RCP04606,457,11,64,22,12,11,471,37,27,31,28,23
RCP04607,541,12,45,13,2,2,912,46,19,53,18,28
RCP04608,446,43,35,33,7,8,1272,18,22,39,12,20
RCP04609,759,17,31,10,2,7,1135,10,24,34,23,24
RCP04610,235,35,64,21,7,18,784,24,39,25,12,14
RCP04611,327,30,38,32,6,3,853,61,19,30,25,33
RCP04612,189,29,76,28,2,5,964,0,21,25,20,13
RCP04613,676,8,53,23,9,11,738,33,5,51,27,14
RCP04614,244,17,75,12,12,4,649,11,11,21,12,28
RCP04615,364,28,44,35,13,2,1040,86,12,34,6,39
RCP04616,788,10,73,12,7,9,889,36,7,26,7,29
RCP04617,307,47,76,32,9,7,1477,20,10,5,11,35
RCP04618,297,26,54,17,9,11,1167,53,33,42,20,10
RCP04619,264,41,74,34,11,16,1258,84,13,7,20,34
RCP04620,282,48,46,17,10,4,1214,86,33,51,25,33
RCP04621,459,5,49,10,7,8,561,36,25,21,29,32
RCP04622,194,16,51,16,12,12,216,73,38,19,8,24
RCP04623,760,30,68,37,3,4,413,23,12,5,27,26
RCP04624,475,22,74,36,11,11,1338,65,39,42,12,33
RCP04625,305,33,44,27,13,6,1458,41,6,49,11,15
RCP04626,422,25,38,31,14,13,658,72,6,33,11,31
RCP04627,225,12,68,25,2,11,1467,3,33,31,9,25
RCP04628,752,20,53,22,11,3,911,32,16,7,10,29
RCP04629,710,14,34,14,7,18,361,24,23,48,26,20
RCP04630,184,26,77,27,14,14,1490,89,34,19,10,19
RCP04631,439,25,32,15,2,10,845,55,21,7,14,20
RCP04632,254,12,78,27,6,19,688,85,5,25,13,16
RCP04633,599,26,50,32,4,5,506,98,33,45,21,29
RCP04634,754,40,78,35,10,11,1101,86,20,21,10,18
RCP04635,727,35,68,37,6,5,1448,57,37,20,10,29
RCP04636,327,22,60,26,14,6,984,92,9,31,18,21
RCP04637,545,29,45,38,11,18,833,9,37,19,20,33
RCP04638,716,46,51,15,4,15,208,26,11,49,27,16
RCP04639,519,46,69,20,9,7,1226,36,16,9,9,21
RCP04640,592,17,79,14,2,9,1373,86,29,26,15,35
RCP04641,215,15,46,14,7,4,988,94,24,7,24,34
RCP04642,226,32,79,34,11,7,1291,2,15,11,23,35
RCP04643,640,8,46,28,2,17,1259,78,14,31,12,16
RCP04644,543,45,42,17,4,13,760,47,17,12,22,24
RCP04645,581,16,50,24,7,18,1064,2,34,16,21,22
RCP04646,251,31,58,30,2,9,1073,21,17,28,15,30
RCP04647,321,48,47,28,5,9,1299,17,10,48,10,17
RCP04648,633,48,37,25,14,12,1418,65,5,8,17,26
RCP04649,688,14,38,26,12,3,1177,53,8,10,7,14
RCP04650,761,34,54,17,8,19,287,92,30,11,12,38
RCP04651,525,13,70,24,5,9,646,56,15,47,22,28
RCP04652,557,6,46,27,5,5,1223,50,15,14,28,37
RCP04653,576,33,42,31,2,17,1004,0,18,25,21,25
RCP04654,557,22,79,32,11,9,902,28,33,24,21,15
RCP04655,674,24,37,22,4,14,1460,78,32,33,20,36
RCP04656,791,18,73,26,2,17,1316,0,17,38,25,30
RCP04657,378,14,54,27,6,9,534,21,32,54,26,11
RCP04658,518,42,77,30,12,10,935,11,34,21,16,14
RCP04659,534,5,78,29,6,14,510,49,19,50,15,15
RCP04660,572,45,61,19,5,14,1021,93,37,28,14,35
RCP04661,265,45,49,23,6,9,422,66,37,45,7,19
RCP04662,377,43,63,20,3,3,401,98,28,44,24,33
RCP04663,345,17,74,27,8,12,544,6,16,52,20,33
RCP04664,416,10,43,14,6,7,1225,11,5,17,27,13
RCP04665,675,26,40,28,6,8,858,44,16,26,29,32
RCP04666,380,46,46,20,12,6,762,0,39,11,15,21
RCP04667,304,8,58,19,13,8,1021,23,15,45,6,31
RCP04668,475,32,56,22,8,12,604,50,27,24,25,32
RCP04669,224,32,69,20,2,2,438,43,23,17,28,25
RCP04670,605,41,69,28,9,17,1040,77,9,28,20,13
RCP04671,408,21,49,39,2,10,285,99,15,23,15,23
RCP04672,699,18,76,19,6,6,444,45,8,37,19,24
RCP04673,625,25,58,21,8,18,249,7,25,30,18,33
RCP04674,275,9,69,26,13,4,576,91,28,41,6,29
RCP04675,742,20,48,24,11,11,1044,51,36,44,14,24
RCP04676,298,16,45,19,7,12,957,6,5,12,16,19
RCP04677,745,46,73,19,8,6,544,57,34,17,20,23
RCP04678,443,11,69,27,9,13,1385,0,26,54,11,34
RCP04679,568,43,64,29,12,13,1303,88,8,49,13,20
RCP04680,644,35,37,36,13,11,1074,81,33,21,7,14
RCP04681,474,23,40,31,14,18,388,34,30,57,10,22
RCP04682,464,45,67,23,12,19,992,73,25,37,23,29
